round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2768890857696533,3.2768890857696533,3.2768890857696533,3.2768890857696533,3.2768890857696533,3.2768890857696533,3.413909673690796,3.3767476081848145,3.2768890857696533,3.2768890857696533
2,3.285099983215332,3.286081314086914,3.2872955799102783,3.2877213954925537,3.289497137069702,3.4059619903564453,3.293264150619507,3.2873730659484863,3.2856531143188477,3.3520636558532715
3,3.2914929389953613,3.292379140853882,3.2933831214904785,3.2936975955963135,3.2949891090393066,3.346153736114502,3.3058969974517822,3.291334867477417,3.291698455810547,3.2931604385375977
4,3.2947630882263184,3.2952067852020264,3.2956576347351074,3.2957820892333984,3.296276807785034,3.296618938446045,3.3060476779937744,3.294095754623413,3.4319581985473633,3.2949202060699463
5,3.301933526992798,3.3031036853790283,3.3045639991760254,3.416977882385254,3.307281494140625,3.3093252182006836,3.3122236728668213,3.3161442279815674,3.3627302646636963,3.3076224327087402
6,3.3146042823791504,3.316403865814209,3.318507194519043,3.3191914558410645,3.41180157661438,3.317856788635254,3.319406747817993,3.3206005096435547,3.384066343307495,3.317331552505493
7,3.3883056640625,3.3262414932250977,3.3277571201324463,3.3282246589660645,3.372769832611084,3.3293566703796387,3.3312554359436035,3.3328967094421387,3.3339390754699707,3.3286404609680176
8,3.363543748855591,3.3317811489105225,3.332493543624878,3.3326854705810547,3.3334171772003174,3.361224412918091,3.3318376541137695,3.3319201469421387,3.331880569458008,3.3316092491149902
9,3.3326311111450195,3.3322999477386475,3.3324413299560547,3.3324692249298096,3.3325769901275635,3.3621490001678467,3.3320114612579346,3.332068920135498,3.3780386447906494,3.332237958908081
10,3.3350791931152344,3.335547924041748,3.3361635208129883,3.3906450271606445,3.3742125034332275,3.3382043838500977,3.3384461402893066,3.3395392894744873,3.3402886390686035,3.337019205093384
