accuracy,active_nodes,aggregator_node,avg_bandwidth_mbps,current_epoch,event_type,loss,metrics,network_density,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,round_num,source_nodes,step_name,strategy_name,target_nodes,timestamp,topology_type,total_cpu_cores,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,5740.0,,NetworkStructureEvent,,,1.0,"{'tier1_hospital': 2, 'tier2_hospital': 2, 'research_center': 2, 'mobile_unit': 2, 'edge_device': 2}",,10,,,,,5,,,,0,,network_structure,,,1749354445.7777162,complete,840,45,,103,1784,
,,,,,InitialStateEvent,,,,,,10,,,,,,,,,0,,initial_state,,,1749354445.7778656,complete,,,,,,
0.0996,,,,,EvaluationEvent,2.331959637069702,"{'loss': 2.331959637069702, 'accuracy': 0.0996}",,,,,,,,,,,,,0,,evaluation,,,1749354448.696606,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,LocalTrainingEvent,,{},,,10,,,,,,,,,,1,,local_training,,,1749354448.6967256,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{0: {'norm': 3.4129650592803955, 'mean': -0.0034005148336291313, 'std': 0.20108214020729065}}",,1,0,parameter_transfer,,"1,2,3,4,5,6,7,8,9",1749354460.6269352,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{1: {'norm': 3.386239767074585, 'mean': -0.004156181588768959, 'std': 0.19949278235435486}}",,1,1,parameter_transfer,,"0,2,3,4,5,6,7,8,9",1749354460.6270053,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{2: {'norm': 3.4120779037475586, 'mean': -0.004604705609381199, 'std': 0.20100589096546173}}",,1,2,parameter_transfer,,"0,1,3,4,5,6,7,8,9",1749354460.6270447,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{3: {'norm': 3.401632308959961, 'mean': -0.0043245586566627026, 'std': 0.20039644837379456}}",,1,3,parameter_transfer,,"0,1,2,4,5,6,7,8,9",1749354460.6270828,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{4: {'norm': 3.3934950828552246, 'mean': -0.0045866467989981174, 'std': 0.1999109983444214}}",,1,4,parameter_transfer,,"0,1,2,3,5,6,7,8,9",1749354460.6271174,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,9,,,,"{5: {'norm': 3.411261796951294, 'mean': -0.004619808867573738, 'std': 0.20095743238925934}}",,1,5,parameter_transfer,,"0,1,2,3,4,6,7,8,9",1749354460.6271524,,,,,,,
