round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,4.290516376495361,4.085094451904297,3.1871745586395264,3.1871745586395264,3.1871745586395264,4.084691524505615,3.1871745586395264,3.1871745586395264,4.41999626159668,4.021346092224121,4.075013160705566,4.095231056213379,4.315744876861572,3.1871745586395264,4.09036111831665,3.1871745586395264,4.269587993621826,3.953953266143799,3.1871745586395264,3.8859643936157227
2,4.466212749481201,3.7367148399353027,3.8709816932678223,4.438538074493408,3.7616732120513916,3.395962715148926,4.2338995933532715,3.9959075450897217,3.8253700733184814,4.103672027587891,3.8851568698883057,3.905954122543335,4.416737079620361,3.5224382877349854,3.5698094367980957,3.8730075359344482,4.332539081573486,3.9817581176757812,3.269531488418579,3.74346661567688
3,3.9983067512512207,4.225399494171143,4.280989170074463,4.54778528213501,3.6316094398498535,3.712864875793457,3.911078929901123,4.204794406890869,4.412079334259033,3.8152222633361816,4.261494159698486,3.967844009399414,4.622843265533447,3.668344259262085,4.029345512390137,3.95803165435791,4.447806358337402,3.793302059173584,3.355772018432617,3.806044101715088
4,4.029897689819336,4.4427103996276855,4.225146770477295,4.697864055633545,3.9883806705474854,3.793600559234619,4.648506164550781,4.1175312995910645,4.580080509185791,4.316882133483887,4.547646522521973,4.6026997566223145,4.144741058349609,3.9036033153533936,4.293088912963867,3.992722272872925,4.438094615936279,3.579214334487915,3.9415721893310547,3.859189987182617
5,4.716521263122559,4.431411266326904,4.338324546813965,4.76369047164917,4.262763023376465,4.566812515258789,4.281686782836914,4.28611946105957,4.7635321617126465,4.533052444458008,4.750724792480469,4.6109299659729,4.910950660705566,4.050170421600342,4.092045307159424,4.290533065795898,4.01137638092041,3.8341073989868164,4.3190107345581055,3.9386541843414307
6,4.825128555297852,4.398533344268799,4.455565452575684,4.788105487823486,4.741947174072266,4.723199844360352,4.291981220245361,4.828074932098389,4.533020973205566,4.609455585479736,5.156099796295166,4.630751609802246,4.523725986480713,4.662554740905762,4.586450099945068,4.233944416046143,3.9577925205230713,4.504029273986816,4.186168670654297,4.390397548675537
7,4.57880163192749,4.988570690155029,4.8322649002075195,4.6661763191223145,4.791520595550537,4.504539966583252,4.492702007293701,4.939114570617676,5.010168075561523,4.945779323577881,4.852512836456299,5.119289398193359,4.555793762207031,4.991474151611328,4.868008613586426,4.528185844421387,4.53328275680542,4.211682319641113,4.704043388366699,4.333071231842041
8,4.689028739929199,4.77453088760376,4.851202011108398,5.330419540405273,4.996579170227051,4.521397113800049,5.183725833892822,5.09010648727417,5.148825168609619,4.801070690155029,5.665809154510498,4.7488298416137695,5.379714012145996,4.791550159454346,4.784173011779785,4.548771381378174,4.589590072631836,4.847033977508545,4.574380874633789,4.616936206817627
9,4.703501224517822,4.730075836181641,5.127337455749512,5.317354202270508,4.826046943664551,5.048196792602539,5.420865058898926,5.339356422424316,5.522867679595947,5.166337966918945,5.563312530517578,5.114513874053955,5.472856521606445,4.883504867553711,5.356746673583984,4.60655403137207,4.875814437866211,4.739347457885742,4.5742716789245605,4.660278797149658
10,5.146757125854492,5.497711181640625,5.009247779846191,5.432871341705322,5.207453727722168,5.1288909912109375,5.270991802215576,5.479557514190674,5.33576774597168,5.643268585205078,5.339691162109375,5.2821197509765625,5.647235870361328,5.451976299285889,5.404964447021484,4.994322776794434,4.961959362030029,4.651068210601807,4.592552661895752,4.670867919921875
