round_num,node_0,node_1,node_2,node_3,node_4
1,3.302729368209839,3.307520627975464,3.2751598358154297,3.2751598358154297,3.301022529602051
2,3.293436050415039,3.2808146476745605,3.2886171340942383,3.275374412536621,3.3010475635528564
3,3.292719602584839,3.285064220428467,3.273834228515625,3.312150239944458,3.2859997749328613
4,3.2812962532043457,3.2936601638793945,3.279423952102661,3.3040835857391357,3.3021881580352783
5,3.2865219116210938,3.2840068340301514,3.283064365386963,3.314330577850342,3.2973074913024902
6,3.285418748855591,3.2928545475006104,3.2936675548553467,3.296320676803589,3.3004417419433594
7,3.310425043106079,3.2858762741088867,3.2885217666625977,3.2940633296966553,3.302894353866577
8,3.3110692501068115,3.2880709171295166,3.3053576946258545,3.3177614212036133,3.2933101654052734
9,3.312268018722534,3.3187599182128906,3.300286054611206,3.3074662685394287,3.2952358722686768
10,3.314373254776001,3.317455530166626,3.3217194080352783,3.2984015941619873,3.2974987030029297
