round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.1983530521392822,3.1970622539520264,3.1998050212860107,3.1981122493743896,3.197718381881714,3.1963324546813965,3.1974053382873535
2,3.1966068744659424,3.1973190307617188,3.1966731548309326,3.1975960731506348,3.1960275173187256,3.194023370742798,3.197007894515991
3,3.1955788135528564,3.195352554321289,3.196190118789673,3.195824384689331,3.1950297355651855,3.193002223968506,3.1951775550842285
