round_num,node_0,node_1,node_2,node_3,node_4
1,3.2809524536132812,3.2809524536132812,3.288905143737793,3.2809524536132812,3.314166784286499
2,3.307990550994873,3.3086938858032227,3.2812306880950928,3.2832586765289307,3.2849810123443604
3,3.2889623641967773,3.282654285430908,3.2821848392486572,3.3058228492736816,3.2824389934539795
4,3.2805073261260986,3.2810895442962646,3.2815818786621094,3.2854299545288086,3.298518657684326
5,3.281604051589966,3.2984917163848877,3.2824454307556152,3.283374547958374,3.284538507461548
6,3.2938756942749023,3.291208505630493,3.2824819087982178,3.283313274383545,3.283383846282959
7,3.2962234020233154,3.2830545902252197,3.2829339504241943,3.2830355167388916,3.2891995906829834
8,3.296060562133789,3.2825207710266113,3.298311471939087,3.282768487930298,3.2831015586853027
9,3.2888715267181396,3.284379005432129,3.2900216579437256,3.28377103805542,3.2840254306793213
10,3.2830212116241455,3.283695936203003,3.291964054107666,3.288367509841919,3.2834794521331787
