accuracy,active_nodes,aggregator_node,avg_bandwidth_mbps,current_epoch,event_type,loss,metrics,network_density,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,round_num,source_nodes,step_name,strategy_name,target_nodes,timestamp,topology_type,total_cpu_cores,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,4116.0,,NetworkStructureEvent,,,0.08,"{'tier1_hospital': 5, 'tier2_hospital': 5, 'research_center': 5, 'mobile_unit': 5, 'edge_device': 5}",,25,,,,,5,,,,0,,network_structure,,,1749353965.4325843,star,1142,24,,216,4968,
,,,,,InitialStateEvent,,,,,,25,,,,,,,,,0,,initial_state,,,1749353965.4327528,star,,,,,,
0.0568,,,,,EvaluationEvent,2.424369065093994,"{'loss': 2.424369065093994, 'accuracy': 0.0568}",,,,,,,,,,,,,0,,evaluation,,,1749353969.9521365,,,,,,,
,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,,,LocalTrainingEvent,,{},,,25,,,,,,,,,,1,,local_training,,,1749353969.9522603,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,24,1,,,,"{0: {'norm': 3.4470558166503906, 'mean': 0.008812977932393551, 'std': 0.20292845368385315}, 1: {'norm': 3.4392738342285156, 'mean': 0.009365299716591835, 'std': 0.2024446576833725}, 2: {'norm': 3.4434969425201416, 'mean': 0.008487282320857048, 'std': 0.20273242890834808}, 3: {'norm': 3.4316318035125732, 'mean': 0.008848924189805984, 'std': 0.202017143368721}, 4: {'norm': 3.443955183029175, 'mean': 0.008585397154092789, 'std': 0.20275530219078064}, 5: {'norm': 3.4389524459838867, 'mean': 0.008383406326174736, 'std': 0.20246872305870056}, 6: {'norm': 3.437143564224243, 'mean': 0.009801398031413555, 'std': 0.2022983282804489}, 7: {'norm': 3.4438045024871826, 'mean': 0.009155325591564178, 'std': 0.2027214914560318}, 8: {'norm': 3.4558663368225098, 'mean': 0.008483733050525188, 'std': 0.20346207916736603}, 9: {'norm': 3.4349775314331055, 'mean': 0.008093755692243576, 'std': 0.20224609971046448}, 10: {'norm': 3.426924467086792, 'mean': 0.008493201807141304, 'std': 0.20175477862358093}, 11: {'norm': 3.4431769847869873, 'mean': 0.009537532925605774, 'std': 0.20266686379909515}, 12: {'norm': 3.4482412338256836, 'mean': 0.007995451800525188, 'std': 0.20303219556808472}, 13: {'norm': 3.438431739807129, 'mean': 0.008611749857664108, 'std': 0.2024284154176712}, 14: {'norm': 3.4543612003326416, 'mean': 0.00829578097909689, 'std': 0.20338106155395508}, 15: {'norm': 3.4250307083129883, 'mean': 0.008754984475672245, 'std': 0.20163187384605408}, 16: {'norm': 3.435248613357544, 'mean': 0.008032556623220444, 'std': 0.20226454734802246}, 17: {'norm': 3.4419753551483154, 'mean': 0.007554963231086731, 'std': 0.2026795893907547}, 18: {'norm': 3.4386003017425537, 'mean': 0.009510381147265434, 'std': 0.2023981511592865}, 19: {'norm': 3.432935953140259, 'mean': 0.009067719802260399, 'std': 0.20208434760570526}, 20: {'norm': 3.419718027114868, 'mean': 0.008135086856782436, 'std': 0.2013445347547531}, 21: {'norm': 3.4374499320983887, 'mean': 0.007766402326524258, 'std': 0.20240473747253418}, 22: {'norm': 3.41813588142395, 'mean': 0.007917750626802444, 'std': 0.20125989615917206}, 23: {'norm': 3.4421749114990234, 'mean': 0.008343569003045559, 'std': 0.2026604264974594}, 24: {'norm': 3.4446582794189453, 'mean': 0.00799638219177723, 'std': 0.20282086730003357}}",,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",parameter_transfer,,0,1749353979.5885468,,,,,,,
,,0,,,AggregationEvent,,,,,,,25,,,,,,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",1,,aggregation,FedAvg,,1749353979.5888078,,,,,,,
,,,,,ModelUpdateEvent,,,,,,,,,,25,,5.727303112211846,,,1,,model_update,,,1749353979.8859355,,,,,,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24"
0.4659,,,,,EvaluationEvent,1.85700612449646,"{'loss': 1.85700612449646, 'accuracy': 0.4659}",,,,,,,,,,,,,1,,evaluation,,,1749353980.2313104,,,,,,,
,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,,,LocalTrainingEvent,,{},,,25,,,,,,,,,,2,,local_training,,,1749353980.2314386,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,24,1,,,,"{0: {'norm': 3.441478729248047, 'mean': 0.008614717051386833, 'std': 0.20260801911354065}, 1: {'norm': 3.439385175704956, 'mean': 0.009228382259607315, 'std': 0.2024575024843216}, 2: {'norm': 3.4273481369018555, 'mean': 0.008924854919314384, 'std': 0.20176111161708832}, 3: {'norm': 3.433990001678467, 'mean': 0.010295753367245197, 'std': 0.20208770036697388}, 4: {'norm': 3.446162462234497, 'mean': 0.00835205614566803, 'std': 0.20289523899555206}, 5: {'norm': 3.440521001815796, 'mean': 0.008962537162005901, 'std': 0.2025364339351654}, 6: {'norm': 3.4429447650909424, 'mean': 0.009373517706990242, 'std': 0.20266081392765045}, 7: {'norm': 3.443408489227295, 'mean': 0.008289321325719357, 'std': 0.20273539423942566}, 8: {'norm': 3.4585721492767334, 'mean': 0.008664599619805813, 'std': 0.2036140412092209}, 9: {'norm': 3.4292330741882324, 'mean': 0.007651301100850105, 'std': 0.20192457735538483}, 10: {'norm': 3.427835464477539, 'mean': 0.00921037420630455, 'std': 0.20177702605724335}, 11: {'norm': 3.4443981647491455, 'mean': 0.009678076021373272, 'std': 0.20273223519325256}, 12: {'norm': 3.4517602920532227, 'mean': 0.007743386551737785, 'std': 0.2032494843006134}, 13: {'norm': 3.4363155364990234, 'mean': 0.008746798150241375, 'std': 0.20229783654212952}, 14: {'norm': 3.4289307594299316, 'mean': 0.00815328024327755, 'std': 0.2018871158361435}, 15: {'norm': 3.4374561309814453, 'mean': 0.008760650642216206, 'std': 0.2023645043373108}, 16: {'norm': 3.4412009716033936, 'mean': 0.008560131303966045, 'std': 0.20259393751621246}, 17: {'norm': 3.4494869709014893, 'mean': 0.008625377900898457, 'std': 0.20307986438274384}, 18: {'norm': 3.433345079421997, 'mean': 0.009002835489809513, 'std': 0.2021113932132721}, 19: {'norm': 3.4428484439849854, 'mean': 0.00869014486670494, 'std': 0.20268557965755463}, 20: {'norm': 3.418699264526367, 'mean': 0.009658518247306347, 'std': 0.20121711492538452}, 21: {'norm': 3.4338958263397217, 'mean': 0.008219626732170582, 'std': 0.2021772265434265}, 22: {'norm': 3.4415462017059326, 'mean': 0.008762044832110405, 'std': 0.20260567963123322}, 23: {'norm': 3.4432501792907715, 'mean': 0.009762092493474483, 'std': 0.2026604861021042}, 24: {'norm': 3.4288930892944336, 'mean': 0.00851114746183157, 'std': 0.2018701285123825}}",,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",parameter_transfer,,0,1749353981.8531454,,,,,,,
