timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753347411.0524035,1,-1,training,9.380696296691895,0,0,0,
1753347415.063305,2,-1,training,3.2711644172668457,0,0,0,
1753347419.083255,3,-1,training,3.3528525829315186,0,0,0,
1753347429.8530905,4,-1,training,10.162647247314453,0,0,0,
1753347434.1142395,5,-1,training,3.6255178451538086,0,0,0,
1753347445.546285,6,-1,training,10.760158777236938,0,0,0,
1753347454.483598,7,-1,training,8.278709650039673,0,0,0,
1753347466.7131963,8,-1,training,11.551400899887085,0,0,0,
1753347472.630996,9,-1,training,5.2784154415130615,0,0,0,
1753347478.3663712,10,-1,training,5.089128494262695,0,0,0,
