timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753359830.5842516,1,-1,training,7.9303460121154785,0,0,0,
1753359839.931938,2,-1,training,7.827211856842041,0,0,0,
1753359849.024324,3,-1,training,7.594668626785278,0,0,0,
1753359857.3658094,4,-1,training,6.89913010597229,0,0,0,
1753359865.880467,5,-1,training,7.069342613220215,0,0,0,
1753359869.761097,6,-1,training,2.392760753631592,0,0,0,
1753359873.3845663,7,-1,training,2.1889889240264893,0,0,0,
1753359877.0679872,8,-1,training,2.204986095428467,0,0,0,
1753359880.3058224,9,-1,training,1.8025548458099365,0,0,0,
1753359889.2466302,10,-1,training,7.45746922492981,0,0,0,
