round_num,node_0,node_1,node_2,node_3,node_4
1,3.393095016479492,3.39972186088562,3.4127585887908936,3.457275152206421,3.4415082931518555
2,3.376868486404419,3.3107969760894775,3.365506172180176,3.374379873275757,3.3599419593811035
3,3.3756470680236816,3.3315303325653076,3.373101234436035,3.351270914077759,3.3473498821258545
4,3.371891975402832,3.365175485610962,3.365412712097168,3.3748269081115723,3.359250545501709
5,3.3607420921325684,3.358259439468384,3.3515846729278564,3.392332077026367,3.4001283645629883
6,3.4223318099975586,3.365220308303833,3.350360870361328,3.395425319671631,3.3496391773223877
7,3.392148494720459,3.366744041442871,3.3706214427948,3.3796186447143555,3.386263608932495
8,3.384983777999878,3.3902318477630615,3.364290237426758,3.392507791519165,3.402113437652588
9,3.4488213062286377,3.3934834003448486,3.3879032135009766,3.3636229038238525,3.3987953662872314
10,3.4016997814178467,3.4465346336364746,3.3871209621429443,3.4160656929016113,3.386810541152954
