round_num,node_0,node_1,node_2,node_3,node_4
1,3.1827831268310547,3.1827831268310547,3.1827831268310547,3.354684829711914,3.1827831268310547
2,3.197953939437866,3.319395065307617,3.2098286151885986,3.216181755065918,3.199281692504883
3,3.2933554649353027,3.208286762237549,3.2050962448120117,3.2047085762023926,3.2029829025268555
4,3.202362060546875,3.2033913135528564,3.2027618885040283,3.244288206100464,3.2021894454956055
5,3.2030248641967773,3.204190731048584,3.2053496837615967,3.206606388092041,3.3153421878814697
6,3.2061245441436768,3.241173028945923,3.2112746238708496,3.214163064956665,3.220285654067993
7,3.21016788482666,3.211850881576538,3.212664842605591,3.2129878997802734,3.282302141189575
8,3.2185862064361572,3.2539315223693848,3.223856210708618,3.226186990737915,3.230644702911377
9,3.222755193710327,3.224290609359741,3.357079267501831,3.2250542640686035,3.2249972820281982
10,3.289851665496826,3.2314658164978027,3.2341549396514893,3.227778196334839,3.2287089824676514
