round_num,node_0,node_1,node_2,node_3,node_4
1,3.4111416339874268,3.413607597351074,3.4055261611938477,3.3966829776763916,3.3984925746917725
2,3.4061660766601562,3.4171252250671387,3.3962485790252686,3.422442674636841,3.407255172729492
3,3.421949625015259,3.4058470726013184,3.4263999462127686,3.408761501312256,3.40850830078125
4,3.4039804935455322,3.418806552886963,3.4152822494506836,3.3924014568328857,3.406223773956299
5,3.4221177101135254,3.4071197509765625,3.4008634090423584,3.388098955154419,3.431318759918213
6,3.4323806762695312,3.4375760555267334,3.4079439640045166,3.400608777999878,3.4267122745513916
7,3.427597761154175,3.4570558071136475,3.4099676609039307,3.3986423015594482,3.4355461597442627
8,3.4345836639404297,3.4364571571350098,3.3965160846710205,3.3945155143737793,3.4077517986297607
9,3.4312798976898193,3.4292614459991455,3.4068026542663574,3.397873878479004,3.410785675048828
10,3.4286742210388184,3.4441559314727783,3.406054735183716,3.407480239868164,3.4261929988861084
