round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.3043484687805176,3.3043484687805176,3.3043484687805176,4.916775226593018,3.3043484687805176,4.795491695404053,3.3043484687805176,4.25466775894165,3.3043484687805176,4.291407585144043
2,4.3322296142578125,4.788928031921387,3.914907455444336,4.03635311126709,3.9381659030914307,3.959834337234497,4.543596267700195,3.503638744354248,3.4345428943634033,4.025291442871094
3,4.359142303466797,5.15749454498291,4.09532356262207,5.432082653045654,4.523087978363037,4.058818817138672,5.0459699630737305,3.5837771892547607,3.5327227115631104,3.8055686950683594
4,4.552622318267822,5.792640209197998,4.822946548461914,4.915149211883545,4.965635299682617,4.400602340698242,4.848205089569092,3.7434701919555664,4.847562789916992,3.8856005668640137
5,5.2610673904418945,5.212388515472412,5.158193588256836,4.871485710144043,4.695858478546143,5.71731424331665,4.447001934051514,4.993448734283447,4.5573601722717285,4.4532270431518555
6,5.043017387390137,5.096637725830078,5.16823148727417,5.723450660705566,5.572539806365967,5.074428558349609,4.793596267700195,4.665302276611328,5.642360210418701,4.6165876388549805
7,5.723204612731934,5.027989864349365,5.245290756225586,5.524949550628662,5.338562488555908,5.055501937866211,5.620634078979492,5.517455101013184,5.330848693847656,5.2641777992248535
8,5.713216304779053,5.122559070587158,5.242770195007324,6.285096168518066,5.8136372566223145,5.246748447418213,5.379979610443115,5.532393932342529,5.299337863922119,5.212675094604492
9,5.30756950378418,5.191473007202148,5.606110095977783,6.519695281982422,6.09916353225708,6.207675457000732,5.386134624481201,5.63223934173584,5.281227111816406,5.2251434326171875
10,5.224414825439453,5.712360382080078,5.793825626373291,6.217663764953613,6.6350789070129395,5.901466369628906,6.028041362762451,5.413503170013428,5.291593551635742,5.4417500495910645
