round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.3752286434173584,5.250760078430176,3.3752286434173584,3.3752286434173584,3.3752286434173584,3.3752286434173584,3.3752286434173584,4.6468963623046875,3.3752286434173584,3.3752286434173584
2,3.5513439178466797,3.5721194744110107,3.4529285430908203,3.4559013843536377,3.46834397315979,3.4791018962860107,3.4940080642700195,4.604206562042236,3.4686338901519775,4.363271713256836
3,3.563586711883545,3.5652549266815186,3.565061330795288,4.6295928955078125,3.586545705795288,4.888708114624023,3.6166799068450928,3.6302294731140137,3.5883147716522217,3.6113169193267822
4,3.8113322257995605,3.840285062789917,4.143596172332764,4.690571308135986,3.8198704719543457,3.8468801975250244,3.747370958328247,3.7616095542907715,3.770240545272827,3.8052706718444824
5,4.677764892578125,3.9136393070220947,3.922661304473877,4.905245304107666,3.837095260620117,3.839048385620117,3.8383262157440186,3.8479223251342773,3.853393316268921,3.8685266971588135
6,4.997562885284424,5.180386543273926,4.003174304962158,4.006113529205322,3.9080348014831543,3.9156229496002197,3.9256911277770996,3.9348104000091553,3.9402663707733154,3.955923557281494
7,4.147090435028076,4.083542346954346,3.979976177215576,3.979201078414917,3.9756388664245605,3.9827446937561035,4.657776355743408,4.580367565155029,4.0020246505737305,4.0129075050354
8,4.097592830657959,4.972651958465576,4.09429407119751,4.098463535308838,4.115901947021484,4.131221771240234,4.9919538497924805,4.110974311828613,4.087887763977051,4.103433609008789
9,4.261078834533691,4.278631687164307,4.3691020011901855,4.216860771179199,4.23402738571167,4.246770858764648,4.26214075088501,4.605330944061279,4.2085862159729,4.230391502380371
10,4.260704040527344,4.260748386383057,4.258813381195068,4.256399154663086,4.26198673248291,5.131641387939453,4.267369747161865,4.268038272857666,5.493197441101074,4.258743762969971
