round_num,accuracy,loss
0,0.0999,2.412093476104736
1,0.7285,0.9587232682228088
2,0.8452,0.6570820040225983
3,0.885,0.30343582474291325
4,0.8793,0.4019242722094059
5,0.9662,0.11631221581660212
6,0.9608,0.1263787137594074
7,0.9545,0.139206396830827
8,0.9614,0.12165233853980899
9,0.9796,0.06978953857216984
10,0.9432,0.15652384448666126
