round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.219600200653076,3.219600200653076,3.219600200653076,3.235192060470581,3.219600200653076,3.219600200653076,3.219600200653076,3.219600200653076,3.219600200653076,3.2261433601379395
2,3.2188355922698975,3.238144636154175,3.2188355922698975,3.2188355922698975,3.2188355922698975,3.2188355922698975,3.221966028213501,3.2188355922698975,3.2188355922698975,3.2188355922698975
3,3.2176945209503174,3.2176945209503174,3.2176945209503174,3.2228498458862305,3.2176945209503174,3.2176945209503174,3.2367520332336426,3.2176945209503174,3.2176945209503174,3.2176945209503174
4,3.218937635421753,3.218937635421753,3.218937635421753,3.218937635421753,3.218937635421753,3.218937635421753,3.218937635421753,3.23690128326416,3.218937635421753,3.214308977127075
5,3.2322514057159424,3.219085454940796,3.219085454940796,3.219085454940796,3.219085454940796,3.219085454940796,3.229095458984375,3.219085454940796,3.219085454940796,3.219085454940796
6,3.2189974784851074,3.226236581802368,3.2189974784851074,3.2189974784851074,3.2188618183135986,3.2189974784851074,3.2189974784851074,3.2189974784851074,3.2189974784851074,3.2189974784851074
7,3.2174289226531982,3.2254440784454346,3.2174289226531982,3.2174289226531982,3.235259771347046,3.2174289226531982,3.2174289226531982,3.2174289226531982,3.2174289226531982,3.2174289226531982
8,3.2260921001434326,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.2190041542053223,3.216440439224243
9,3.218905448913574,3.218905448913574,3.218905448913574,3.2339963912963867,3.223459243774414,3.218905448913574,3.218905448913574,3.218905448913574,3.218905448913574,3.218905448913574
10,3.22002911567688,3.22002911567688,3.22002911567688,3.22002911567688,3.22002911567688,3.22002911567688,3.22002911567688,3.22002911567688,3.234473705291748,3.2210090160369873
