round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.3092753887176514,3.3111355304718018,3.3103880882263184,3.3082377910614014,3.3103880882263184,3.3103880882263184,3.3103880882263184,3.3103880882263184,3.3103880882263184,3.3103880882263184
2,3.3099961280822754,3.311460018157959,3.3099961280822754,3.31074595451355,3.311941623687744,3.3099961280822754,3.3099961280822754,3.3099961280822754,3.3099961280822754,3.3099961280822754
3,3.3098161220550537,3.3106422424316406,3.3106422424316406,3.3106422424316406,3.3105292320251465,3.310793399810791,3.3106422424316406,3.3106422424316406,3.3106422424316406,3.3106422424316406
