round_num,node_0,node_1,node_2,node_3,node_4
1,3.2580513954162598,3.2887802124023438,3.258288860321045,3.2472574710845947,3.287430763244629
2,3.243346929550171,3.2671008110046387,3.2482450008392334,3.252380847930908,3.2444684505462646
3,3.2489664554595947,3.2515552043914795,3.2426371574401855,3.293064832687378,3.243769645690918
4,3.2463204860687256,3.2657687664031982,3.2537174224853516,3.2458479404449463,3.259786605834961
5,3.262294292449951,3.249556064605713,3.259631395339966,3.246638059616089,3.249211311340332
6,3.2456140518188477,3.2524311542510986,3.252974033355713,3.2546181678771973,3.2609941959381104
7,3.2567219734191895,3.241335153579712,3.2548906803131104,3.2568187713623047,3.2490572929382324
8,3.2588493824005127,3.24415922164917,3.2494874000549316,3.272310256958008,3.253408193588257
9,3.2577297687530518,3.265120506286621,3.254142999649048,3.2541372776031494,3.250208616256714
10,3.2686336040496826,3.2500855922698975,3.251364231109619,3.251620292663574,3.272923469543457
