timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753390821.9678469,1,-1,training,33.397228479385376,0,0,0,
1753390831.5857227,2,-1,training,7.752411603927612,0,0,0,
1753390876.0366206,3,-1,training,42.779834032058716,0,0,0,
1753390885.551851,4,-1,training,7.696137189865112,0,0,0,
1753390894.9644794,5,-1,training,7.6789164543151855,0,0,0,
1753390904.389721,6,-1,training,7.611989736557007,0,0,0,
1753390914.0756366,7,-1,training,7.872714519500732,0,0,0,
1753390923.6404185,8,-1,training,7.727884292602539,0,0,0,
1753390933.427233,9,-1,training,7.903693199157715,0,0,0,
1753390942.9586232,10,-1,training,7.673600912094116,0,0,0,
