round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.2982912063598633,3.2982912063598633,3.2991957664489746,3.2812345027923584,3.3004214763641357,3.2982912063598633,3.2982912063598633,3.2982912063598633,3.3071112632751465,3.2982912063598633,3.2982912063598633,3.310492992401123,3.3165442943573,3.2982912063598633,3.2982912063598633,3.2954983711242676,3.2982912063598633,3.313924789428711,3.2982912063598633,3.2982912063598633
2,3.3034937381744385,3.3210935592651367,3.2919206619262695,3.2842748165130615,3.291383743286133,3.2959351539611816,3.2975223064422607,3.298252820968628,3.2905116081237793,3.2981975078582764,3.3004817962646484,3.304928779602051,3.30495548248291,3.2997355461120605,3.315579414367676,3.301361322402954,3.3218274116516113,3.3014700412750244,3.2958407402038574,3.2986066341400146
3,3.3039631843566895,3.3100762367248535,3.29408597946167,3.287849187850952,3.29130220413208,3.3077633380889893,3.2967071533203125,3.304250478744507,3.290097951889038,3.31258487701416,3.299771308898926,3.3026986122131348,3.30247163772583,3.303083658218384,3.3056108951568604,3.307084083557129,3.316016912460327,3.301440477371216,3.294717788696289,3.2962584495544434
4,3.3041789531707764,3.303044080734253,3.296813488006592,3.290011405944824,3.2937417030334473,3.2972347736358643,3.2962851524353027,3.306342601776123,3.302020311355591,3.298072099685669,3.2996814250946045,3.301450252532959,3.302142381668091,3.302910327911377,3.3079183101654053,3.3165125846862793,3.310905694961548,3.3063502311706543,3.295401096343994,3.2984962463378906
5,3.30250883102417,3.3010008335113525,3.2946622371673584,3.294853925704956,3.2939558029174805,3.295422315597534,3.3095157146453857,3.3092410564422607,3.3014721870422363,3.298388719558716,3.2995705604553223,3.3010613918304443,3.3019962310791016,3.303162097930908,3.3104512691497803,3.308537244796753,3.314690589904785,3.300230026245117,3.2994437217712402,3.2977242469787598
6,3.3095877170562744,3.299683094024658,3.295292854309082,3.2936527729034424,3.2939491271972656,3.2970590591430664,3.302156925201416,3.3030662536621094,3.306915283203125,3.3003146648406982,3.306497097015381,3.300201892852783,3.301969289779663,3.3039543628692627,3.306413412094116,3.3099679946899414,3.307199239730835,3.3002898693084717,3.298654079437256,3.2982139587402344
7,3.303126096725464,3.2999017238616943,3.2957913875579834,3.293980360031128,3.2956273555755615,3.3021316528320312,3.2997794151306152,3.30117130279541,3.3067386150360107,3.305663824081421,3.300058603286743,3.2953383922576904,3.3018710613250732,3.3190510272979736,3.3083832263946533,3.308246374130249,3.304058790206909,3.3000383377075195,3.298617362976074,3.299017906188965
8,3.30116868019104,3.3061840534210205,3.2960498332977295,3.2980029582977295,3.2953500747680664,3.2980294227600098,3.30553936958313,3.300935745239258,3.30287766456604,3.302795171737671,3.295349597930908,3.298372507095337,3.3040287494659424,3.3072259426116943,3.3065154552459717,3.305185079574585,3.3025882244110107,3.2997682094573975,3.301802635192871,3.300464630126953
9,3.299281358718872,3.301809549331665,3.2974154949188232,3.2952911853790283,3.298577070236206,3.303908586502075,3.3009684085845947,3.301004409790039,3.2964389324188232,3.2977654933929443,3.295851469039917,3.299553632736206,3.3037161827087402,3.3052163124084473,3.305166006088257,3.306668519973755,3.3017334938049316,3.300002098083496,3.305359363555908,3.2994167804718018
10,3.299102544784546,3.299220561981201,3.295297145843506,3.2945358753204346,3.2968153953552246,3.2995290756225586,3.301196575164795,3.298186779022217,3.2927937507629395,3.2955894470214844,3.303609848022461,3.303638458251953,3.3053367137908936,3.303567409515381,3.303952932357788,3.304804563522339,3.3009231090545654,3.3041956424713135,3.3123319149017334,3.2987282276153564
