timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753368985.1126564,1,-1,training,19.605246543884277,0,0,0,
1753369007.1005325,2,-1,training,16.118852138519287,0,0,0,
1753369028.078756,3,-1,training,15.122899293899536,0,0,0,
1753369037.065998,4,-1,training,3.179147720336914,0,0,0,
1753369046.9423842,5,-1,training,3.95339035987854,0,0,0,
1753369057.1065981,6,-1,training,4.248973369598389,0,0,0,
1753369066.7830215,7,-1,training,3.8210065364837646,0,0,0,
1753369076.7398825,8,-1,training,4.007591962814331,0,0,0,
1753369086.7018552,9,-1,training,3.95108699798584,0,0,0,
1753369096.6773858,10,-1,training,3.9154434204101562,0,0,0,
