round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.3735477924346924,3.366375684738159,3.374498128890991,3.3684170246124268,3.382977247238159,3.377729654312134,3.3661820888519287,3.3661820888519287,3.3654489517211914,3.3693010807037354,3.384106159210205,3.371074914932251,3.386403799057007,3.3837804794311523,3.371547222137451,3.3661820888519287,3.3795108795166016,3.364917039871216,3.392669677734375,3.3661820888519287
2,3.371718406677246,3.3770203590393066,3.374180793762207,3.396369695663452,3.3755979537963867,3.3725850582122803,3.3921966552734375,3.3730695247650146,3.375588893890381,3.3742051124572754,3.369309902191162,3.3749661445617676,3.378425359725952,3.371061325073242,3.375764846801758,3.3737943172454834,3.3727173805236816,3.375192165374756,3.3741090297698975,3.3705971240997314
3,3.383049488067627,3.379723072052002,3.375732898712158,3.382699728012085,3.3746187686920166,3.3678836822509766,3.374812602996826,3.3548743724823,3.3718020915985107,3.3777973651885986,3.3737969398498535,3.3743104934692383,3.3704445362091064,3.3772246837615967,3.368741512298584,3.3703107833862305,3.3760814666748047,3.3752024173736572,3.3790762424468994,3.3756375312805176
4,3.378678560256958,3.38175106048584,3.376650094985962,3.3719773292541504,3.37140154838562,3.3643457889556885,3.368557929992676,3.3712759017944336,3.3715109825134277,3.3765692710876465,3.3724749088287354,3.368929862976074,3.3683581352233887,3.37174654006958,3.3733084201812744,3.3758397102355957,3.372810125350952,3.376295566558838,3.3813202381134033,3.3693580627441406
5,3.3745081424713135,3.378735303878784,3.3699214458465576,3.3782975673675537,3.3682310581207275,3.356531858444214,3.3671724796295166,3.376962184906006,3.3604929447174072,3.3721554279327393,3.37204647064209,3.379951238632202,3.379605770111084,3.3725264072418213,3.372622489929199,3.368802785873413,3.3749024868011475,3.375594139099121,3.3709709644317627,3.3737235069274902
6,3.369328498840332,3.386634349822998,3.3708651065826416,3.3772456645965576,3.3654685020446777,3.3696141242980957,3.372830867767334,3.386084794998169,3.3687784671783447,3.3769774436950684,3.3721842765808105,3.3834447860717773,3.375556707382202,3.371492385864258,3.371443271636963,3.371244430541992,3.3677480220794678,3.3744215965270996,3.371262788772583,3.3698766231536865
7,3.3810555934906006,3.3714263439178467,3.380679130554199,3.3744101524353027,3.372385263442993,3.3711304664611816,3.386107921600342,3.3704910278320312,3.3766565322875977,3.378969669342041,3.372641086578369,3.3789756298065186,3.372318983078003,3.3687329292297363,3.3690478801727295,3.3745715618133545,3.375617265701294,3.3679616451263428,3.372483968734741,3.373974561691284
8,3.369096279144287,3.378734827041626,3.3734865188598633,3.3764169216156006,3.3807013034820557,3.375983953475952,3.3707635402679443,3.3758544921875,3.3681447505950928,3.3821463584899902,3.370522975921631,3.372640609741211,3.36934232711792,3.372454881668091,3.373425245285034,3.3729193210601807,3.365157127380371,3.371807813644409,3.378375768661499,3.3756229877471924
9,3.3578803539276123,3.375317096710205,3.377589702606201,3.367351531982422,3.3722400665283203,3.3718738555908203,3.368187189102173,3.3718793392181396,3.374333381652832,3.3729593753814697,3.3776252269744873,3.3754897117614746,3.374026298522949,3.369997978210449,3.3729546070098877,3.372150421142578,3.3742806911468506,3.3754689693450928,3.3708274364471436,3.371847629547119
10,3.368673086166382,3.375155448913574,3.371610641479492,3.3714489936828613,3.38167667388916,3.371764898300171,3.3776817321777344,3.377213716506958,3.3753416538238525,3.373410940170288,3.3805603981018066,3.370974540710449,3.3707358837127686,3.3678507804870605,3.3792154788970947,3.370997428894043,3.3717222213745117,3.370677947998047,3.3767387866973877,3.3691725730895996
