experiment_id,dataset,attack_strategy,fl_type,topology,node_count,dp_enabled,dp_epsilon,dp_privacy_level,attack_success,confidence_score,best_attack_type,comm_pattern_score,param_magnitude_score,topology_structure_score,topology_vulnerability,communication_complexity,dp_protection_effective,signal_strength_with_dp,size_category,attack_scalability_score,runtime_seconds
126,mnist,topology_correlated,federated,star,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0024125384346234627,0.7995003997908341,0.9,9,False,0.9,medium,0.9900000000000001,31.672680616378784
127,mnist,topology_correlated,federated,complete,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.002381254863121268,0.2618999842078486,0.9,45,False,0.9,medium,0.9900000000000001,32.041072845458984
128,mnist,topology_correlated,decentralized,ring,10,True,1.0,very_strong_dp,True,0.7,Communication Pattern Attack,0.7,0.0024549842847631296,0.45218061104656515,0.7,10,False,0.7,medium,0.77,33.8057496547699
129,mnist,topology_correlated,decentralized,complete,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0024497314905889502,0.1355731705452175,0.9,45,False,0.9,medium,0.9900000000000001,33.997172355651855
130,mnist,topology_correlated,decentralized,line,10,True,1.0,very_strong_dp,True,0.7,Communication Pattern Attack,0.7,0.002888119286252222,0.5452678249222673,0.7,9,False,0.7,medium,0.77,34.436309576034546
131,mnist,imbalanced_sensitive,federated,star,5,False,,no_dp,True,0.8366900435378191,Topology Structure Attack,0.8,0.004990367687427705,0.8366900435378191,0.8366900435378191,4,True,0.0,small,0.8366900435378191,29.429738998413086
132,mnist,imbalanced_sensitive,federated,complete,5,False,,no_dp,True,0.887126038148459,Topology Structure Attack,0.8,0.005243724184392773,0.887126038148459,0.887126038148459,10,True,0.0,small,0.887126038148459,29.969470977783203
133,mnist,imbalanced_sensitive,decentralized,ring,5,False,,no_dp,True,0.6043354939135626,Topology Structure Attack,0.6,0.022309173518984125,0.6043354939135626,0.6043354939135626,5,True,0.0,small,0.6043354939135626,30.233822345733643
134,mnist,imbalanced_sensitive,decentralized,complete,5,False,,no_dp,True,0.8328169425615055,Topology Structure Attack,0.8,0.02883999253098418,0.8328169425615055,0.8328169425615055,10,True,0.0,small,0.8328169425615055,30.91899538040161
135,mnist,imbalanced_sensitive,decentralized,line,5,False,,no_dp,True,0.899478829824528,Topology Structure Attack,0.8,0.029581727630308686,0.899478829824528,0.899478829824528,4,True,0.0,small,0.899478829824528,30.141433715820312
136,mnist,imbalanced_sensitive,federated,star,5,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.0007585029171710905,0.5666889102753098,0.8,4,False,0.8,small,0.8,40.850544691085815
137,mnist,imbalanced_sensitive,federated,complete,5,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.0011504642112038365,0.39320457044054286,0.8,10,False,0.8,small,0.8,41.22736406326294
138,mnist,imbalanced_sensitive,decentralized,ring,5,True,16.0,weak_dp,True,0.6,Communication Pattern Attack,0.6,0.0013300488629784135,0.33550779220157234,0.6,5,False,0.6,small,0.6,41.178577184677124
139,mnist,imbalanced_sensitive,decentralized,complete,5,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.0005498610120233944,0.46123619472405525,0.8,10,False,0.8,small,0.8,41.597914695739746
140,mnist,imbalanced_sensitive,decentralized,line,5,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.0008575682327845542,0.6730113799799744,0.8,4,False,0.8,small,0.8,41.0962393283844
141,mnist,imbalanced_sensitive,federated,star,5,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.0016168469884630114,0.683534752249852,0.8,4,False,0.8,small,0.8,39.62975001335144
142,mnist,imbalanced_sensitive,federated,complete,5,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.0010218058357977153,0.19800343698617856,0.8,10,False,0.8,small,0.8,40.49769139289856
143,mnist,imbalanced_sensitive,decentralized,ring,5,True,8.0,medium_dp,True,0.6,Communication Pattern Attack,0.6,0.0014632305456838447,0.09770760259861266,0.6,5,False,0.6,small,0.6,40.4815092086792
144,mnist,imbalanced_sensitive,decentralized,complete,5,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.0015575031883723661,0.6319324857089608,0.8,10,False,0.8,small,0.8,39.76928472518921
145,mnist,imbalanced_sensitive,decentralized,line,5,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.0012906102842737228,0.2102396268507558,0.8,4,False,0.8,small,0.8,41.717047452926636
146,mnist,imbalanced_sensitive,federated,star,5,True,4.0,strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0033200500625368535,0.34213966099411375,0.8,4,False,0.8,small,0.8,38.72361350059509
147,mnist,imbalanced_sensitive,federated,complete,5,True,4.0,strong_dp,True,0.9073945925472202,Topology Structure Attack,0.8,0.0014776969819332844,0.9073945925472202,0.9073945925472202,10,False,0.9073945925472202,small,0.9073945925472202,39.744136571884155
148,mnist,imbalanced_sensitive,decentralized,ring,5,True,4.0,strong_dp,True,0.8289618495373997,Topology Structure Attack,0.6,0.0012671383604339898,0.8289618495373997,0.8289618495373997,5,False,0.8289618495373997,small,0.8289618495373997,39.9022901058197
149,mnist,imbalanced_sensitive,decentralized,complete,5,True,4.0,strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0016913263077448458,0.7421083530900655,0.8,10,False,0.8,small,0.8,38.319647550582886
150,mnist,imbalanced_sensitive,decentralized,line,5,True,4.0,strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0019568285539014853,0.5925452390487491,0.8,4,False,0.8,small,0.8,38.171353816986084
151,mnist,imbalanced_sensitive,federated,star,5,True,1.0,very_strong_dp,True,0.9295143794266549,Topology Structure Attack,0.8,0.0012884298296477015,0.9295143794266549,0.9295143794266549,4,False,0.9295143794266549,small,0.9295143794266549,35.55131769180298
152,mnist,imbalanced_sensitive,federated,complete,5,True,1.0,very_strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0022445550611605003,0.2605984415079997,0.8,10,False,0.8,small,0.8,36.10339093208313
153,mnist,imbalanced_sensitive,decentralized,ring,5,True,1.0,very_strong_dp,True,0.7314682021521959,Topology Structure Attack,0.6,0.0032848565774231666,0.7314682021521959,0.7314682021521959,5,False,0.7314682021521959,small,0.7314682021521959,35.60037851333618
154,mnist,imbalanced_sensitive,decentralized,complete,5,True,1.0,very_strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0035848856453924325,0.45200635417935275,0.8,10,False,0.8,small,0.8,36.5761296749115
155,mnist,imbalanced_sensitive,decentralized,line,5,True,1.0,very_strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0030075043705594584,0.46456459635837544,0.8,4,False,0.8,small,0.8,36.41277718544006
156,mnist,imbalanced_sensitive,federated,star,10,False,,no_dp,True,0.9,Communication Pattern Attack,0.9,0.0006872282108411848,0.6932728632304411,0.9,9,True,0.0,medium,0.9900000000000001,28.32719397544861
157,mnist,imbalanced_sensitive,federated,complete,10,False,,no_dp,True,0.9,Communication Pattern Attack,0.9,0.0008624303285728772,0.6415297854680231,0.9,45,True,0.0,medium,0.9900000000000001,28.72078847885132
158,mnist,imbalanced_sensitive,decentralized,ring,10,False,,no_dp,True,0.7,Communication Pattern Attack,0.7,0.013200866600928165,0.4700149130938584,0.7,10,True,0.0,medium,0.77,28.974798440933228
159,mnist,imbalanced_sensitive,decentralized,complete,10,False,,no_dp,True,0.9,Communication Pattern Attack,0.9,0.01182876882547784,0.741249997249978,0.9,45,True,0.0,medium,0.9900000000000001,30.33147644996643
160,mnist,imbalanced_sensitive,decentralized,line,10,False,,no_dp,True,0.7,Communication Pattern Attack,0.7,0.010286673226124013,0.5631958350800644,0.7,9,True,0.0,medium,0.77,29.20030426979065
161,mnist,imbalanced_sensitive,federated,star,10,True,16.0,weak_dp,True,0.9,Communication Pattern Attack,0.9,0.0008643107583764902,0.820541165083686,0.9,9,False,0.9,medium,0.9900000000000001,38.68758964538574
162,mnist,imbalanced_sensitive,federated,complete,10,True,16.0,weak_dp,True,0.9,Communication Pattern Attack,0.9,0.0008603501138791876,0.6844805198418509,0.9,45,False,0.9,medium,0.9900000000000001,38.43972325325012
163,mnist,imbalanced_sensitive,decentralized,ring,10,True,16.0,weak_dp,True,0.7,Communication Pattern Attack,0.7,0.0009367165299696273,0.1418744108948655,0.7,10,False,0.7,medium,0.77,40.099398136138916
164,mnist,imbalanced_sensitive,decentralized,complete,10,True,16.0,weak_dp,True,0.9,Communication Pattern Attack,0.9,0.0010142414441328144,0.30917031359267366,0.9,45,False,0.9,medium,0.9900000000000001,40.54194355010986
165,mnist,imbalanced_sensitive,decentralized,line,10,True,16.0,weak_dp,True,0.7,Communication Pattern Attack,0.7,0.0013465702779040065,0.6877193872982362,0.7,9,False,0.7,medium,0.77,38.36922287940979
166,mnist,imbalanced_sensitive,federated,star,10,True,8.0,medium_dp,True,0.9,Communication Pattern Attack,0.9,0.0011166632182956341,0.16319927226941236,0.9,9,False,0.9,medium,0.9900000000000001,38.947594165802
167,mnist,imbalanced_sensitive,federated,complete,10,True,8.0,medium_dp,True,0.9,Communication Pattern Attack,0.9,0.000744940821537545,0.604475034064951,0.9,45,False,0.9,medium,0.9900000000000001,37.90112924575806
168,mnist,imbalanced_sensitive,decentralized,ring,10,True,8.0,medium_dp,True,0.7,Communication Pattern Attack,0.7,0.000946547467250143,0.07578560753098708,0.7,10,False,0.7,medium,0.77,37.266854763031006
169,mnist,imbalanced_sensitive,decentralized,complete,10,True,8.0,medium_dp,True,0.9,Communication Pattern Attack,0.9,0.0012623489076331515,0.10324987291129831,0.9,45,False,0.9,medium,0.9900000000000001,40.219266176223755
170,mnist,imbalanced_sensitive,decentralized,line,10,True,8.0,medium_dp,True,0.7,Communication Pattern Attack,0.7,0.0013150282661054133,0.38921963718979025,0.7,9,False,0.7,medium,0.77,37.65502452850342
171,mnist,imbalanced_sensitive,federated,star,10,True,4.0,strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0014840539076837636,0.23995567572858834,0.9,9,False,0.9,medium,0.9900000000000001,35.20542359352112
172,mnist,imbalanced_sensitive,federated,complete,10,True,4.0,strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0019361207446043978,0.45505232549940994,0.9,45,False,0.9,medium,0.9900000000000001,35.412487268447876
173,mnist,imbalanced_sensitive,decentralized,ring,10,True,4.0,strong_dp,True,0.7,Communication Pattern Attack,0.7,0.001925220347766648,0.6190726899665903,0.7,10,False,0.7,medium,0.77,36.18855118751526
174,mnist,imbalanced_sensitive,decentralized,complete,10,True,4.0,strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0008586953428816142,0.1955401686795446,0.9,45,False,0.9,medium,0.9900000000000001,37.88939070701599
175,mnist,imbalanced_sensitive,decentralized,line,10,True,4.0,strong_dp,True,0.7,Communication Pattern Attack,0.7,0.001465737720885577,0.20630389338665842,0.7,9,False,0.7,medium,0.77,35.93121886253357
176,mnist,imbalanced_sensitive,federated,star,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0016238131634232782,0.5930881090953521,0.9,9,False,0.9,medium,0.9900000000000001,32.576797008514404
177,mnist,imbalanced_sensitive,federated,complete,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0016082450759713383,0.5610688067613909,0.9,45,False,0.9,medium,0.9900000000000001,33.24370288848877
178,mnist,imbalanced_sensitive,decentralized,ring,10,True,1.0,very_strong_dp,True,0.7,Communication Pattern Attack,0.7,0.002025521992086377,0.5270887225190182,0.7,10,False,0.7,medium,0.77,34.802335023880005
179,mnist,imbalanced_sensitive,decentralized,complete,10,True,1.0,very_strong_dp,True,0.9,Communication Pattern Attack,0.9,0.0027266143479588007,0.31864990837514817,0.9,45,False,0.9,medium,0.9900000000000001,35.612149238586426
180,mnist,imbalanced_sensitive,decentralized,line,10,True,1.0,very_strong_dp,True,0.7,Communication Pattern Attack,0.7,0.0022637195944320678,0.30747797847824104,0.7,9,False,0.7,medium,0.77,33.93523573875427
181,mnist,imbalanced_sensitive,federated,star,15,False,,no_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0006237366525363272,0.7178835168557496,0.9333333333333333,14,True,0.0,large,1.1199999999999999,29.6042742729187
182,mnist,imbalanced_sensitive,federated,complete,15,False,,no_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0007598205874557017,0.4983776139969998,0.9333333333333333,105,True,0.0,large,1.1199999999999999,28.87549138069153
183,mnist,imbalanced_sensitive,decentralized,ring,15,False,,no_dp,True,0.8,Communication Pattern Attack,0.8,0.02523196784038381,0.5952362256372921,0.8,15,True,0.0,large,0.96,30.556973457336426
184,mnist,imbalanced_sensitive,decentralized,complete,15,False,,no_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.018661827149460915,0.518527800554856,0.9333333333333333,105,True,0.0,large,1.1199999999999999,34.45511722564697
185,mnist,imbalanced_sensitive,decentralized,line,15,False,,no_dp,True,0.8,Communication Pattern Attack,0.8,0.02420646891204274,0.6969189576153123,0.8,14,True,0.0,large,0.96,30.190673828125
186,mnist,imbalanced_sensitive,federated,star,15,True,16.0,weak_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.000874432906959759,0.7315498292993797,0.9333333333333333,14,False,0.9333333333333333,large,1.1199999999999999,40.290361642837524
187,mnist,imbalanced_sensitive,federated,complete,15,True,16.0,weak_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0005045126668283546,0.327652190634247,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,40.020801067352295
188,mnist,imbalanced_sensitive,decentralized,ring,15,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.000718106022245636,0.44051237043296454,0.8,15,False,0.8,large,0.96,40.821062088012695
189,mnist,imbalanced_sensitive,decentralized,complete,15,True,16.0,weak_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.000737016165775536,0.14865076178845782,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,44.67823815345764
190,mnist,imbalanced_sensitive,decentralized,line,15,True,16.0,weak_dp,True,0.8,Communication Pattern Attack,0.8,0.0006633647528998199,0.2877588817873502,0.8,14,False,0.8,large,0.96,40.68455171585083
191,mnist,imbalanced_sensitive,federated,star,15,True,8.0,medium_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0007681828704611692,0.5994916253427697,0.9333333333333333,14,False,0.9333333333333333,large,1.1199999999999999,39.16853594779968
192,mnist,imbalanced_sensitive,federated,complete,15,True,8.0,medium_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0009177947422893409,0.3453487251372493,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,38.85297203063965
193,mnist,imbalanced_sensitive,decentralized,ring,15,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.000982686789675541,0.39498828225577276,0.8,15,False,0.8,large,0.96,39.384809494018555
194,mnist,imbalanced_sensitive,decentralized,complete,15,True,8.0,medium_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0009042142221322386,0.5201897914229665,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,44.120670557022095
195,mnist,imbalanced_sensitive,decentralized,line,15,True,8.0,medium_dp,True,0.8,Communication Pattern Attack,0.8,0.0007436905259135867,0.1641409719717381,0.8,14,False,0.8,large,0.96,44.04908800125122
196,mnist,imbalanced_sensitive,federated,star,15,True,4.0,strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0015065414014233955,0.4451765903299962,0.9333333333333333,14,False,0.9333333333333333,large,1.1199999999999999,37.39790439605713
197,mnist,imbalanced_sensitive,federated,complete,15,True,4.0,strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0010120027812808479,0.27811396685338574,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,37.27706980705261
198,mnist,imbalanced_sensitive,decentralized,ring,15,True,4.0,strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0012907558335516,0.3272280725730763,0.8,15,False,0.8,large,0.96,37.44898724555969
199,mnist,imbalanced_sensitive,decentralized,complete,15,True,4.0,strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0017440083567653608,0.5073521718584271,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,42.824195861816406
200,mnist,imbalanced_sensitive,decentralized,line,15,True,4.0,strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0015750622561449764,0.309215747594798,0.8,14,False,0.8,large,0.96,37.978503942489624
201,mnist,imbalanced_sensitive,federated,star,15,True,1.0,very_strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0019553859236415257,0.36853356834471185,0.9333333333333333,14,False,0.9333333333333333,large,1.1199999999999999,34.78448152542114
202,mnist,imbalanced_sensitive,federated,complete,15,True,1.0,very_strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.0013622726223269086,0.22627522154592922,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,35.113123655319214
203,mnist,imbalanced_sensitive,decentralized,ring,15,True,1.0,very_strong_dp,True,0.8,Communication Pattern Attack,0.8,0.0018280796355116002,0.1883137671212054,0.8,15,False,0.8,large,0.96,34.94793462753296
204,mnist,imbalanced_sensitive,decentralized,complete,15,True,1.0,very_strong_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.001738423160468998,0.2938575850122231,0.9333333333333333,105,False,0.9333333333333333,large,1.1199999999999999,39.973485708236694
205,mnist,imbalanced_sensitive,decentralized,line,15,True,1.0,very_strong_dp,True,0.8,Communication Pattern Attack,0.8,0.001914712477616187,0.32965450756805914,0.8,14,False,0.8,large,0.96,35.143157958984375
206,mnist,imbalanced_sensitive,federated,star,20,False,,no_dp,True,0.95,Communication Pattern Attack,0.95,0.0012463278572986858,0.6731251162946167,0.95,19,True,0.0,very_large,1.2349999999999999,29.811521530151367
207,mnist,imbalanced_sensitive,decentralized,ring,20,False,,no_dp,True,0.85,Communication Pattern Attack,0.85,0.021660057746674486,0.548214957002138,0.85,20,True,0.0,very_large,1.105,31.171143293380737
208,mnist,imbalanced_sensitive,decentralized,line,20,False,,no_dp,True,0.85,Communication Pattern Attack,0.85,0.02455647730377787,0.40010205043815256,0.85,19,True,0.0,very_large,1.105,31.027434825897217
209,mnist,imbalanced_sensitive,federated,star,20,True,16.0,weak_dp,True,0.95,Communication Pattern Attack,0.95,0.0008910855926001365,0.5372994313415305,0.95,19,False,0.95,very_large,1.2349999999999999,40.91218090057373
210,mnist,imbalanced_sensitive,decentralized,ring,20,True,16.0,weak_dp,True,0.85,Communication Pattern Attack,0.85,0.0007263988439676162,0.47127813920547446,0.85,20,False,0.85,very_large,1.105,41.41971707344055
211,mnist,imbalanced_sensitive,decentralized,line,20,True,16.0,weak_dp,True,0.85,Communication Pattern Attack,0.85,0.0004534237021345741,0.5137581496546411,0.85,19,False,0.85,very_large,1.105,41.11528468132019
212,mnist,imbalanced_sensitive,federated,star,20,True,8.0,medium_dp,True,0.95,Communication Pattern Attack,0.95,0.000721031062745213,0.23032337537762096,0.95,19,False,0.95,very_large,1.2349999999999999,39.700660705566406
213,mnist,imbalanced_sensitive,decentralized,ring,20,True,8.0,medium_dp,True,0.85,Communication Pattern Attack,0.85,0.0009406230933879276,0.4481947278464497,0.85,20,False,0.85,very_large,1.105,40.3873028755188
214,mnist,imbalanced_sensitive,decentralized,line,20,True,8.0,medium_dp,True,0.85,Communication Pattern Attack,0.85,0.0008087668434735318,0.19227675323446977,0.85,19,False,0.85,very_large,1.105,39.37362599372864
215,mnist,imbalanced_sensitive,federated,star,20,True,4.0,strong_dp,True,0.95,Communication Pattern Attack,0.95,0.0015415613793667688,0.6596010079705019,0.95,19,False,0.95,very_large,1.2349999999999999,41.67227578163147
216,mnist,imbalanced_sensitive,decentralized,ring,20,True,4.0,strong_dp,True,0.85,Communication Pattern Attack,0.85,0.0008807991777149312,0.34695829048967625,0.85,20,False,0.85,very_large,1.105,38.700133085250854
217,mnist,imbalanced_sensitive,decentralized,line,20,True,4.0,strong_dp,True,0.85,Communication Pattern Attack,0.85,0.0014606225668440304,0.47931952506140424,0.85,19,False,0.85,very_large,1.105,37.65758991241455
218,mnist,imbalanced_sensitive,federated,star,20,True,1.0,very_strong_dp,True,0.95,Communication Pattern Attack,0.95,0.0018523615097767098,0.3012447853113983,0.95,19,False,0.95,very_large,1.2349999999999999,35.03747224807739
219,mnist,imbalanced_sensitive,decentralized,ring,20,True,1.0,very_strong_dp,True,0.85,Communication Pattern Attack,0.85,0.0020446501271614284,0.0969626394910329,0.85,20,False,0.85,very_large,1.105,37.350590229034424
220,mnist,imbalanced_sensitive,decentralized,line,20,True,1.0,very_strong_dp,True,0.85,Communication Pattern Attack,0.85,0.002061664370982542,0.44911009763696985,0.85,19,False,0.85,very_large,1.105,36.38455867767334
221,mnist,imbalanced_sensitive,federated,star,25,False,,no_dp,True,0.96,Communication Pattern Attack,0.96,0.0013370844107377963,0.5465653012768201,0.96,24,True,0.0,very_large,1.3439999999999999,30.75602078437805
222,mnist,imbalanced_sensitive,decentralized,ring,25,False,,no_dp,True,0.88,Communication Pattern Attack,0.88,0.031564707124283456,0.45699059197274416,0.88,25,True,0.0,very_large,1.232,32.390294551849365
223,mnist,imbalanced_sensitive,decentralized,line,25,False,,no_dp,True,0.64,Communication Pattern Attack,0.64,0.025471661815822215,0.40468426988058354,0.64,24,True,0.0,very_large,0.8959999999999999,32.34925127029419
224,mnist,imbalanced_sensitive,federated,star,25,True,16.0,weak_dp,True,0.96,Communication Pattern Attack,0.96,0.0007279975987752596,0.5056241362859829,0.96,24,False,0.96,very_large,1.3439999999999999,44.94522666931152
225,mnist,imbalanced_sensitive,decentralized,ring,25,True,16.0,weak_dp,True,0.88,Communication Pattern Attack,0.88,0.0007708605526771748,0.3860983338957954,0.88,25,False,0.88,very_large,1.232,46.75521636009216
226,mnist,imbalanced_sensitive,decentralized,line,25,True,16.0,weak_dp,True,0.64,Communication Pattern Attack,0.64,0.0006698052122706229,0.07005507580683804,0.64,24,False,0.64,very_large,0.8959999999999999,46.098910093307495
227,mnist,imbalanced_sensitive,federated,star,25,True,8.0,medium_dp,True,0.96,Communication Pattern Attack,0.96,0.000814078755692138,0.6387275564815479,0.96,24,False,0.96,very_large,1.3439999999999999,44.27657508850098
228,mnist,imbalanced_sensitive,decentralized,ring,25,True,8.0,medium_dp,True,0.88,Communication Pattern Attack,0.88,0.0008060241435326852,0.1491355838072347,0.88,25,False,0.88,very_large,1.232,44.773157835006714
229,mnist,imbalanced_sensitive,decentralized,line,25,True,8.0,medium_dp,True,0.64,Communication Pattern Attack,0.64,0.0008086354812705783,0.20449360225427696,0.64,24,False,0.64,very_large,0.8959999999999999,43.83496141433716
230,mnist,imbalanced_sensitive,federated,star,25,True,4.0,strong_dp,True,0.96,Communication Pattern Attack,0.96,0.001341935331063529,0.7240026079322087,0.96,24,False,0.96,very_large,1.3439999999999999,41.70188808441162
231,mnist,imbalanced_sensitive,decentralized,ring,25,True,4.0,strong_dp,True,0.88,Communication Pattern Attack,0.88,0.001082841568298878,0.4195329446914912,0.88,25,False,0.88,very_large,1.232,42.63554358482361
232,mnist,imbalanced_sensitive,decentralized,line,25,True,4.0,strong_dp,True,0.64,Communication Pattern Attack,0.64,0.0009844599418555005,0.49160967189375243,0.64,24,False,0.64,very_large,0.8959999999999999,41.9672110080719
233,mnist,imbalanced_sensitive,federated,star,25,True,1.0,very_strong_dp,True,0.96,Communication Pattern Attack,0.96,0.002101597728890082,0.3852823420937741,0.96,24,False,0.96,very_large,1.3439999999999999,37.54585266113281
234,mnist,imbalanced_sensitive,decentralized,ring,25,True,1.0,very_strong_dp,True,0.88,Communication Pattern Attack,0.88,0.002077046822600402,0.2542126200374987,0.88,25,False,0.88,very_large,1.232,39.48238968849182
235,mnist,imbalanced_sensitive,decentralized,line,25,True,1.0,very_strong_dp,True,0.64,Communication Pattern Attack,0.64,0.0020535986305422107,0.3275896416406573,0.64,24,False,0.64,very_large,0.8959999999999999,38.678120613098145
239,skin_lesion,sensitive_groups,decentralized,complete,5,False,,no_dp,True,0.8,Communication Pattern Attack,0.8,0.1555764964353254,0.7073692072841082,0.8,10,True,0.0,small,0.8,238.29985165596008
240,skin_lesion,sensitive_groups,decentralized,line,5,False,,no_dp,True,0.8,Communication Pattern Attack,0.8,0.12277799956427704,0.7016446202760751,0.8,4,True,0.0,small,0.8,236.69889950752258
286,skin_lesion,sensitive_groups,federated,star,10,False,,no_dp,True,0.9996683827361839,Topology Structure Attack,0.9,0.06387842951856655,0.9996683827361839,0.9996683827361839,9,True,0.0,medium,1.0996352210098024,325.3572909832001
287,skin_lesion,sensitive_groups,federated,complete,10,False,,no_dp,True,0.9,Communication Pattern Attack,0.9,0.07124521615162467,0.513535055529531,0.9,45,True,0.0,medium,0.9900000000000001,280.4174349308014
288,skin_lesion,sensitive_groups,decentralized,ring,10,False,,no_dp,True,0.7,Communication Pattern Attack,0.7,0.08426929582125002,0.48644519689695004,0.7,10,True,0.0,medium,0.77,261.54249835014343
311,skin_lesion,sensitive_groups,federated,star,15,False,,no_dp,True,0.9998891911186196,Topology Structure Attack,0.9333333333333333,0.09849784244893736,0.9998891911186196,0.9998891911186196,14,True,0.0,large,1.1998670293423435,344.7325623035431
312,skin_lesion,sensitive_groups,federated,complete,15,False,,no_dp,True,0.9333333333333333,Communication Pattern Attack,0.9333333333333333,0.11748130824340185,0.42294741741525993,0.9333333333333333,105,True,0.0,large,1.1199999999999999,338.2180118560791
