timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753377765.602223,1,-1,training,27.493701934814453,0,0,0,
1753377792.9297004,2,-1,training,25.362108945846558,0,0,0,
1753377816.0298743,3,-1,training,21.209442377090454,0,0,0,
1753377821.9055963,4,-1,training,3.9584105014801025,0,0,0,
1753377827.9490047,5,-1,training,4.165528059005737,0,0,0,
1753377835.1594808,6,-1,training,5.290525197982788,0,0,0,
1753377841.568403,7,-1,training,4.460146188735962,0,0,0,
1753377847.9548507,8,-1,training,4.388458013534546,0,0,0,
1753377853.4620476,9,-1,training,3.536000967025757,0,0,0,
1753377859.5629292,10,-1,training,4.06393575668335,0,0,0,
