round_num,node_0,node_1,node_2,node_3,node_4
1,3.3067495822906494,5.695545196533203,3.3067495822906494,3.3067495822906494,5.1844611167907715
2,4.2056427001953125,4.373504638671875,4.779173374176025,5.170766830444336,4.2130632400512695
3,4.240468502044678,4.357794284820557,5.265967845916748,5.855047702789307,4.349903583526611
4,4.294097423553467,5.997220516204834,5.718555927276611,5.148164749145508,4.561499118804932
5,6.170341491699219,6.637333393096924,5.293432712554932,4.9881181716918945,4.797358989715576
6,7.2762250900268555,5.953915596008301,5.366593360900879,5.015842914581299,6.149209499359131
7,6.50048303604126,6.047438621520996,5.453139781951904,6.451242446899414,6.613290309906006
8,7.567461013793945,7.074672222137451,6.016878604888916,6.334212303161621,6.380402088165283
9,7.045002460479736,6.7956156730651855,6.926499843597412,6.358430862426758,7.28020715713501
10,8.293804168701172,6.892917156219482,6.666622638702393,7.659669399261475,6.9450225830078125
