activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753372873.1679888,3
aggregation,,True,,,1,FedAvg,1753372885.0835752,
model_update,,,,0.7521448898895309,1,,1753372885.3011472,
local_training,,,{},,2,,1753372886.1390214,3
aggregation,,True,,,2,FedAvg,1753372897.8397498,
model_update,,,,0.7542737472764094,2,,1753372898.0437765,
local_training,,,{},,3,,1753372898.7869473,3
aggregation,,True,,,3,FedAvg,1753372911.6614335,
model_update,,,,0.9810894999942356,3,,1753372911.8664258,
local_training,,,{},,4,,1753372912.6117325,3
aggregation,,True,,,4,FedAvg,1753372926.2848995,
model_update,,,,1.0980459581026998,4,,1753372926.4941428,
local_training,,,{},,5,,1753372927.4118009,3
aggregation,,True,,,5,FedAvg,1753372938.729174,
model_update,,,,0.9853896454032739,5,,1753372938.9382074,
local_training,,,{},,6,,1753372939.7247696,3
aggregation,,True,,,6,FedAvg,1753372951.6663473,
model_update,,,,0.9390340866288298,6,,1753372951.8749182,
local_training,,,{},,7,,1753372952.6192904,3
aggregation,,True,,,7,FedAvg,1753372955.744148,
model_update,,,,0.8684581962597591,7,,1753372955.9549272,
local_training,,,{},,8,,1753372956.7025793,3
aggregation,,True,,,8,FedAvg,1753372961.9581864,
model_update,,,,1.0241069442733548,8,,1753372962.1711655,
local_training,,,{},,9,,1753372963.0797648,3
aggregation,,True,,,9,FedAvg,1753372968.1715825,
model_update,,,,1.103054175548323,9,,1753372968.3795054,
local_training,,,{},,10,,1753372969.128932,3
aggregation,,True,,,10,FedAvg,1753372978.599712,
model_update,,,,0.45787261288660963,10,,1753372978.8083615,
