timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753372886.1355464,1,78383280,0,10,2,12.967597961425781,0.00771152840313728,80.0,6.483798980712891
1753372898.7836907,2,78383280,0,10,2,12.644720077514648,0.010802927954325192,80.0,6.322360038757324
1753372912.6085887,3,78383280,0,10,2,13.82168984413147,0.011619418595779654,80.0,6.910844922065735
1753372927.4017315,4,78383280,0,10,2,14.79004430770874,0.013522609928609729,80.0,7.39502215385437
1753372939.7217672,5,78383280,0,10,2,12.316771745681763,0.01796737039294305,80.0,6.158385872840881
1753372952.615881,6,78383280,0,10,2,12.891157150268555,0.017702057103170604,80.0,6.445578575134277
1753372956.6992934,7,78383280,0,10,2,4.080081462860107,0.05205778412353295,80.0,2.0400407314300537
1753372963.076748,8,78383280,0,10,2,6.374220132827759,0.03771441760568014,80.0,3.1871100664138794
1753372969.119654,9,78383280,0,10,2,6.039935827255249,0.04140772470982591,80.0,3.0199679136276245
1753372979.5511577,10,78383280,0,10,2,10.42813777923584,0.024865417535651427,80.0,5.21406888961792
