round_num,node_0,node_1,node_2,node_3,node_4
1,3.324526309967041,3.3255844116210938,3.336512565612793,3.3248414993286133,3.326965093612671
2,3.3308238983154297,3.330267906188965,3.322666645050049,3.3220252990722656,3.3271889686584473
3,3.323155164718628,3.322669744491577,3.3279190063476562,3.3229243755340576,3.323359489440918
