round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.3259146213531494,3.3259146213531494,3.3259146213531494,3.3259146213531494,3.3253774642944336,3.3259146213531494,3.326089382171631,3.3259146213531494,3.3259146213531494,3.3259146213531494
2,3.325843095779419,3.325843095779419,3.325843095779419,3.325843095779419,3.325843095779419,3.325843095779419,3.325946807861328,3.325843095779419,3.3257415294647217,3.325843095779419
3,3.325840473175049,3.325840473175049,3.325840473175049,3.326781749725342,3.325840473175049,3.325840473175049,3.325840473175049,3.3258416652679443,3.325840473175049,3.325840473175049
