round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.352616548538208,3.32200288772583,3.3217251300811768,3.3151252269744873,3.319138765335083,3.320591688156128,3.3230221271514893,3.3365025520324707,3.319138765335083,3.3084778785705566,3.3400912284851074,3.319138765335083,3.319138765335083,3.3350682258605957,3.317220687866211,3.3278164863586426,3.3262557983398438,3.317145824432373,3.3438334465026855,3.3195176124572754
2,3.32285737991333,3.320803642272949,3.317457914352417,3.3236188888549805,3.3251194953918457,3.3199496269226074,3.320676326751709,3.3173391819000244,3.332526445388794,3.323831796646118,3.3149149417877197,3.3302557468414307,3.3312010765075684,3.3169898986816406,3.3151674270629883,3.319514036178589,3.3264729976654053,3.3209445476531982,3.3197216987609863,3.3187692165374756
3,3.317528247833252,3.3120124340057373,3.321179151535034,3.3201847076416016,3.318202257156372,3.317448854446411,3.3123743534088135,3.328221082687378,3.326549530029297,3.3175852298736572,3.311497688293457,3.317742109298706,3.3157973289489746,3.323662042617798,3.3315236568450928,3.321869134902954,3.319580078125,3.3245415687561035,3.3219470977783203,3.316481351852417
4,3.3178176879882812,3.3144116401672363,3.3176369667053223,3.323115587234497,3.3176541328430176,3.3218393325805664,3.3267011642456055,3.318492889404297,3.318108558654785,3.3224024772644043,3.3177425861358643,3.3176326751708984,3.3319969177246094,3.3150477409362793,3.316347599029541,3.3250253200531006,3.3153254985809326,3.319484233856201,3.3165879249572754,3.318312883377075
5,3.322608709335327,3.3222692012786865,3.323240041732788,3.3181262016296387,3.3179361820220947,3.3179609775543213,3.3163771629333496,3.320842742919922,3.3236441612243652,3.3228919506073,3.3174500465393066,3.3252854347229004,3.317662000656128,3.3115642070770264,3.324453115463257,3.323688268661499,3.3251729011535645,3.3172476291656494,3.3158342838287354,3.317370653152466
6,3.3175156116485596,3.317437171936035,3.3224823474884033,3.3226728439331055,3.3230385780334473,3.330594539642334,3.3379743099212646,3.321655511856079,3.325847864151001,3.3217155933380127,3.317383289337158,3.320992946624756,3.322206735610962,3.3152658939361572,3.3244426250457764,3.316347122192383,3.325321674346924,3.316969156265259,3.3250460624694824,3.318970203399658
7,3.3266689777374268,3.3297178745269775,3.3208425045013428,3.3223068714141846,3.3224284648895264,3.3292484283447266,3.3242220878601074,3.323303461074829,3.320908784866333,3.3247387409210205,3.319587230682373,3.3178839683532715,3.3248846530914307,3.3198599815368652,3.320495367050171,3.324486017227173,3.3249430656433105,3.322463035583496,3.3306288719177246,3.320201873779297
8,3.3304402828216553,3.327650785446167,3.326841354370117,3.313471555709839,3.3266024589538574,3.32099986076355,3.3207218647003174,3.3225672245025635,3.325868606567383,3.324658155441284,3.3209187984466553,3.3307485580444336,3.326233386993408,3.320599317550659,3.3168959617614746,3.322628974914551,3.3194968700408936,3.3214166164398193,3.329608917236328,3.3221120834350586
9,3.3257153034210205,3.321988344192505,3.3232033252716064,3.3205318450927734,3.3248770236968994,3.3283567428588867,3.329810619354248,3.320561170578003,3.3219993114471436,3.3277931213378906,3.316669464111328,3.325888156890869,3.3208250999450684,3.3202006816864014,3.3208467960357666,3.3267862796783447,3.3309481143951416,3.3223581314086914,3.318277359008789,3.3210206031799316
10,3.33048939704895,3.319258689880371,3.319502830505371,3.3163676261901855,3.320037603378296,3.330864667892456,3.3206467628479004,3.3231451511383057,3.320411205291748,3.320523977279663,3.320364475250244,3.3275647163391113,3.3132131099700928,3.322753667831421,3.3286523818969727,3.3175833225250244,3.330314874649048,3.3164896965026855,3.317042350769043,3.318779230117798
