round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6
1,3.2050487995147705,3.204904556274414,3.2056243419647217,3.2048416137695312,3.2034671306610107,3.204226016998291,3.203815460205078
2,3.2053027153015137,3.2044196128845215,3.2050163745880127,3.2040719985961914,3.205003023147583,3.2047317028045654,3.2050085067749023
3,3.2049014568328857,3.2054383754730225,3.206137180328369,3.204176187515259,3.205692768096924,3.2051687240600586,3.204880952835083
