round_num,node_0,node_1,node_2,node_3,node_4
1,3.278404474258423,3.2601544857025146,3.301252841949463,3.2601544857025146,3.2601544857025146
2,3.2611281871795654,3.291124105453491,3.2611281871795654,3.2954134941101074,3.2611281871795654
3,3.260747194290161,3.2623698711395264,3.2698235511779785,3.2623698711395264,3.2623698711395264
4,3.2604827880859375,3.259904384613037,3.279275417327881,3.2604827880859375,3.2604827880859375
5,3.2599282264709473,3.2599282264709473,3.2788002490997314,3.266085624694824,3.2599282264709473
6,3.26104998588562,3.265714406967163,3.26104998588562,3.26104998588562,3.3067030906677246
7,3.2637746334075928,3.2637746334075928,3.2637746334075928,3.2854163646698,3.261380195617676
8,3.2789008617401123,3.264308214187622,3.264308214187622,3.264308214187622,3.2839457988739014
9,3.2679483890533447,3.2679483890533447,3.2679483890533447,3.2838356494903564,3.2816412448883057
10,3.270451307296753,3.3027498722076416,3.270451307296753,3.2702715396881104,3.270451307296753
