round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.16365385055542,3.1807615756988525,3.16365385055542,3.16365385055542,3.16365385055542,3.16365385055542,3.16365385055542,3.16365385055542,3.1844534873962402,3.16365385055542
2,3.1596102714538574,3.159393548965454,3.1603713035583496,3.160327911376953,3.191554069519043,3.1601569652557373,3.2161240577697754,3.1603152751922607,3.1604418754577637,3.1599152088165283
3,3.1628739833831787,3.1633546352386475,3.1639814376831055,3.1983120441436768,3.164907455444336,3.1648895740509033,3.1813158988952637,3.1629085540771484,3.1630990505218506,3.1636953353881836
4,3.1650431156158447,3.17600154876709,3.1657333374023438,3.1658406257629395,3.1652097702026367,3.1652934551239014,3.1654093265533447,3.1583828926086426,3.1646976470947266,3.1650569438934326
5,3.163909435272217,3.1680305004119873,3.163369655609131,3.163296937942505,3.1629977226257324,3.162785291671753,3.162501811981201,3.167465925216675,3.163455009460449,3.163264513015747
6,3.179401159286499,3.1625242233276367,3.1628663539886475,3.1628503799438477,3.1627962589263916,3.1627817153930664,3.1627910137176514,3.159165382385254,3.162863254547119,3.1627731323242188
7,3.160919427871704,3.1620290279388428,3.1619832515716553,3.1818454265594482,3.1618356704711914,3.1617398262023926,3.1616175174713135,3.1615071296691895,3.177363634109497,3.161756753921509
8,3.1636412143707275,3.1640193462371826,3.164341688156128,3.1644585132598877,3.1634938716888428,3.163773536682129,3.164182186126709,3.166714668273926,3.164884090423584,3.1612308025360107
9,3.163053274154663,3.1630125045776367,3.1629221439361572,3.162879467010498,3.16269588470459,3.1626293659210205,3.162508010864258,3.16180682182312,3.192063331604004,3.1620490550994873
10,3.1653993129730225,3.1656997203826904,3.1660776138305664,3.1662135124206543,3.172775983810425,3.167327880859375,3.16807222366333,3.168785810470581,3.169595241546631,3.1678285598754883
