timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753373032.2786326,1,78383280,0,10,2,23.53431534767151,0.004266110932771775,80.0,11.767157673835754
1753373052.0293138,2,78383280,0,10,2,19.63256072998047,0.006703150027649547,80.0,9.816280364990234
1753373065.6308584,3,78383280,0,10,2,13.483947992324829,0.007520052736610798,80.0,6.7419739961624146
1753373087.1090891,4,78383280,0,10,2,21.360238075256348,0.004686277355492381,80.0,10.680119037628174
1753373107.405698,5,78383280,0,10,2,20.178211212158203,0.0074238493405074145,80.0,10.089105606079102
1753373113.0940974,6,78383280,0,10,2,5.571420907974243,0.01888207725419376,80.0,2.7857104539871216
1753373131.8455276,7,78383280,0,10,2,18.634108066558838,0.007963890703538517,80.0,9.317054033279419
1753373137.539285,8,78383280,0,10,2,5.578949928283691,0.02172451833373704,80.0,2.7894749641418457
1753373144.1455517,9,78383280,0,10,2,6.4929420948028564,0.0240568909624232,80.0,3.2464710474014282
1753373148.5901785,10,78383280,0,10,2,4.325170516967773,0.036021701199708066,80.0,2.1625852584838867
