timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753376485.6200354,1,-1,training,23.748708248138428,0,0,0,
1753376508.5270283,2,-1,training,20.933131217956543,0,0,0,
1753376530.8531115,3,-1,training,20.547651052474976,0,0,0,
1753376553.8488238,4,-1,training,21.221421480178833,0,0,0,
1753376577.1023512,5,-1,training,21.49665117263794,0,0,0,
1753376581.8284733,6,-1,training,2.911216974258423,0,0,0,
1753376602.477672,7,-1,training,18.826236486434937,0,0,0,
1753376624.7105849,8,-1,training,20.275766849517822,0,0,0,
1753376629.176142,9,-1,training,2.6572506427764893,0,0,0,
1753376633.9104667,10,-1,training,2.927142858505249,0,0,0,
