round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.3218495845794678,3.278719425201416,3.202308177947998,3.204664468765259,3.3814570903778076,3.5786375999450684,3.3448448181152344,3.202411651611328,3.5335116386413574,3.2036588191986084
2,3.644763231277466,3.5637614727020264,3.2534492015838623,3.498589038848877,3.6617956161499023,3.7878949642181396,3.5254626274108887,3.4315733909606934,4.00037145614624,3.497431755065918
3,3.792570114135742,3.5137863159179688,3.4529128074645996,3.9297032356262207,3.932685136795044,4.0226664543151855,3.774746894836426,3.8297460079193115,4.41782808303833,3.784512996673584
4,4.020596981048584,3.935652256011963,3.696305990219116,4.120329856872559,4.028085231781006,4.077925682067871,4.009304523468018,4.182895183563232,4.752861976623535,4.058679103851318
5,4.275404930114746,4.414849281311035,4.036860942840576,4.313185691833496,4.256735324859619,4.316043853759766,4.276541709899902,4.469089031219482,4.987213611602783,4.330934047698975
6,4.564696788787842,4.856590747833252,4.2333598136901855,4.548737525939941,4.510997772216797,4.5776567459106445,4.46592378616333,4.704144477844238,5.227560997009277,4.597972393035889
7,4.867797374725342,5.099806308746338,4.482306003570557,4.719183444976807,4.759352684020996,4.938767910003662,4.717184066772461,4.938778400421143,5.467574119567871,4.831119537353516
8,5.130373477935791,5.248771667480469,4.69973087310791,4.949154376983643,4.987987041473389,5.092294216156006,4.946203708648682,5.172612190246582,5.650276184082031,5.088500499725342
9,5.302740573883057,5.419710159301758,4.88621187210083,5.139932155609131,5.197303295135498,5.194867134094238,5.1435136795043945,5.3774003982543945,5.8709588050842285,5.285218715667725
10,5.494869232177734,5.5899176597595215,5.070922374725342,5.330509662628174,5.35641622543335,5.600099563598633,5.322051525115967,5.5655198097229,6.0732741355896,5.477490425109863
