timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753354186.2586143,1,101301600,0,20,20,17.02498149871826,0.039606504127523735,0.0,0.8512490749359131
1753354190.8525991,2,101301600,0,20,20,4.466326713562012,0.17237879120266703,0.0,0.22331633567810058
1753354195.3608057,3,101301600,0,20,20,4.381830215454102,0.183530616308158,0.0,0.21909151077270508
1753354200.094283,4,101301600,0,20,20,4.619220972061157,0.17777889496236196,0.0,0.23096104860305786
1753354204.6993651,5,101301600,0,20,20,4.4701316356658936,0.18766785150277418,0.0,0.2235065817832947
1753354209.270645,6,101301600,0,20,20,4.433124542236328,0.19002398691353797,0.0,0.2216562271118164
1753354213.8824208,7,101301600,0,20,20,4.469846725463867,0.1895814447445196,0.0,0.22349233627319337
1753354218.515989,8,101301600,0,20,20,4.4970667362213135,0.1888119633984932,0.0,0.22485333681106567
1753354223.0925362,9,101301600,0,20,20,4.445347785949707,0.19402306445540232,0.0,0.22226738929748535
1753354227.8055286,10,101301600,0,20,20,4.5853190422058105,0.18927799614625912,0.0,0.22926595211029052
