round_num,node_0,node_1,node_2,node_3,node_4
1,3.3218564987182617,3.3623666763305664,3.316978931427002,3.3507864475250244,3.323383331298828
2,3.317166805267334,3.3455255031585693,3.32951021194458,3.3197340965270996,3.3177499771118164
3,3.3130879402160645,3.341775417327881,3.3176443576812744,3.333665370941162,3.3305411338806152
4,3.333831310272217,3.3380415439605713,3.337477922439575,3.3329293727874756,3.3233742713928223
5,3.338987350463867,3.3456835746765137,3.3302698135375977,3.343271017074585,3.3312714099884033
6,3.3283421993255615,3.343278408050537,3.3438026905059814,3.359327793121338,3.3351938724517822
7,3.3534531593322754,3.3399438858032227,3.350231647491455,3.3662595748901367,3.3521366119384766
8,3.3607325553894043,3.3557841777801514,3.365029811859131,3.3699820041656494,3.3771841526031494
9,3.3675127029418945,3.3810031414031982,3.3574438095092773,3.375065565109253,3.3753628730773926
10,3.3613524436950684,3.367445230484009,3.3741965293884277,3.3850059509277344,3.3847014904022217
