timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753382034.2917736,1,-1,training,31.718903064727783,0,0,0,
1753382043.5882988,2,-1,training,7.71533465385437,0,0,0,
1753382052.4898698,3,-1,training,7.326321363449097,0,0,0,
1753382061.7553194,4,-1,training,7.686347007751465,0,0,0,
1753382071.1908646,5,-1,training,7.791053056716919,0,0,0,
1753382080.6565874,6,-1,training,7.845052480697632,0,0,0,
1753382090.2171578,7,-1,training,7.841524362564087,0,0,0,
1753382100.3444169,8,-1,training,8.424993515014648,0,0,0,
1753382110.2719839,9,-1,training,8.094568014144897,0,0,0,
1753382120.5607185,10,-1,training,8.360544443130493,0,0,0,
