timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753380339.9756782,1,-1,training,14.72499704360962,0,0,0,
1753380357.3503833,2,-1,training,16.100709915161133,0,0,0,
1753380365.3005247,3,-1,training,6.6179749965667725,0,0,0,
1753380372.6315238,4,-1,training,6.168006896972656,0,0,0,
1753380380.270271,5,-1,training,6.5193188190460205,0,0,0,
1753380387.5093842,6,-1,training,6.075018882751465,0,0,0,
1753380395.583573,7,-1,training,6.9046289920806885,0,0,0,
1753380403.1313202,8,-1,training,6.404786586761475,0,0,0,
1753380410.6827757,9,-1,training,6.4068005084991455,0,0,0,
1753380418.4146626,10,-1,training,6.4834325313568115,0,0,0,
