timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753397569.2222173,1,-1,training,21.790663957595825,0,0,0,
1753397592.5074978,2,-1,training,15.17599606513977,0,0,0,
1753397611.857677,3,-1,training,11.576110363006592,0,0,0,
1753397623.5387857,4,-1,training,4.03975772857666,0,0,0,
1753397635.6046553,5,-1,training,4.2268147468566895,0,0,0,
1753397647.9226537,6,-1,training,4.588101625442505,0,0,0,
1753397659.6015685,7,-1,training,4.081265926361084,0,0,0,
1753397671.1747425,8,-1,training,3.918516159057617,0,0,0,
1753397682.4709206,9,-1,training,3.547470808029175,0,0,0,
1753397693.8924263,10,-1,training,3.936508893966675,0,0,0,
