timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753370198.5893939,1,39191640,0,5,1,28.42041850090027,0.004352504520511603,80.0,28.42041850090027
1753370230.7569656,2,39191640,0,5,1,31.83533215522766,0.0031694344983748276,80.0,31.83533215522766
1753370263.5489879,3,39191640,0,5,1,32.44256615638733,0.004158117435893422,80.0,32.44256615638733
1753370271.5601845,4,39191640,0,5,1,7.6524882316589355,0.021208787924501777,80.0,7.6524882316589355
1753370278.0540557,5,39191640,0,5,1,6.137723445892334,0.028088590422785917,80.0,6.137723445892334
1753370310.8316984,6,39191640,0,5,1,32.405757427215576,0.006011277484796564,80.0,32.405757427215576
1753370318.8658788,7,39191640,0,5,1,7.660407543182373,0.020168639739996896,80.0,7.660407543182373
1753370328.0698645,8,39191640,0,5,1,8.78019905090332,0.02300631213813062,80.0,8.78019905090332
1753370336.584197,9,39191640,0,5,1,8.077266454696655,0.024018026530150633,80.0,8.077266454696655
1753370370.2562625,10,39191640,0,5,1,33.23868703842163,0.006029119013285676,80.0,33.23868703842163
