accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,1900.0,,,,,,,,NetworkStructureEvent,,,0.4,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753370166.1242306,star,,,,,212,,4,,58,1760,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753370166.124423,star,,,,,,,,,,,
0.0995,,,,,,,,,,,,,EvaluationEvent,2.3982166637420654,"{'loss': 2.3982166637420654, 'accuracy': 0.0995}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753370170.1688232,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753370170.169014,,,,,,,,,3,,,
,,0.2,,,,,0.2,,,,{2: 1.0},,SamplingEvent,,,,,,,,,1,,,,,,,,,,1,[2],,,,,resource_sampling,,,,,,1753370170.169211,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,27.235418558120728,1753370197.4045353,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,4,1,,,,"{0: {'norm': 3.1671946048736572, 'mean': 0.0007006560917943716, 'std': 0.1077478677034378}, 1: {'norm': 3.1671946048736572, 'mean': 0.0007006560917943716, 'std': 0.1077478677034378}, 2: {'norm': 3.178706169128418, 'mean': 0.0010132146999239922, 'std': 0.10813704133033752}, 3: {'norm': 3.1671946048736572, 'mean': 0.0007006560917943716, 'std': 0.1077478677034378}, 4: {'norm': 3.1671946048736572, 'mean': 0.0007006560917943716, 'std': 0.1077478677034378}}",,,,1,,,,,"1,2,3,4",parameter_transfer,,0,,,,1753370197.4878302,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,1,,,,,,aggregation,FedAvg,,,,,1753370197.4879556,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,1,,,,,,resource_aggregation_cost,,,,,,1753370197.5778983,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,3.1437235428460184,,,,,1,,,,,,model_update,,,,,,1753370197.6149476,,,,,,,,,,,,"0,1,2,3,4"
