round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14
1,3.3094539642333984,3.3094539642333984,3.3094539642333984,3.3094539642333984,3.3167591094970703,3.3066492080688477,3.3094539642333984,3.3094539642333984,3.3176045417785645,3.3094539642333984,3.3094539642333984,3.3094539642333984,3.3094539642333984,3.3094539642333984,3.3094539642333984
2,3.3100779056549072,3.3070662021636963,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.312943696975708,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.3100779056549072,3.314131736755371
3,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3117828369140625,3.3101253509521484,3.3101253509521484,3.312950611114502,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3101253509521484,3.3122966289520264
