round_num,node_0,node_1,node_2,node_3,node_4
1,3.284149408340454,3.407923936843872,3.284149408340454,3.284149408340454,3.400663137435913
2,3.291160821914673,3.341705799102783,3.2914769649505615,3.4029088020324707,3.302372455596924
3,3.4044599533081055,3.3527534008026123,3.303438186645508,3.307539463043213,3.299856185913086
4,3.3535330295562744,3.306633949279785,3.302952289581299,3.364637851715088,3.3025801181793213
5,3.312596559524536,3.3117995262145996,3.3680906295776367,3.316423177719116,3.3258650302886963
6,3.3033416271209717,3.3076188564300537,3.3022217750549316,3.3434982299804688,3.30328369140625
7,3.2964556217193604,3.2962486743927,3.3735837936401367,3.3029637336730957,3.353825330734253
8,3.30871319770813,3.3826091289520264,3.348114490509033,3.312869071960449,3.3166656494140625
9,3.3212993144989014,3.324700117111206,3.318629264831543,3.364980936050415,3.3597662448883057
10,3.324127435684204,3.3256800174713135,3.364731788635254,3.330382823944092,3.3544230461120605
