timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753348766.9541156,1,-1,training,26.125839471817017,0,0,0,
1753348785.7077487,2,-1,training,17.7720148563385,0,0,0,
1753348793.8626254,3,-1,training,7.194628953933716,0,0,0,
1753348815.4901915,4,-1,training,20.615605354309082,0,0,0,
1753348822.2772057,5,-1,training,5.707827806472778,0,0,0,
1753348830.1816893,6,-1,training,6.89699912071228,0,0,0,
1753348836.3706994,7,-1,training,5.186460733413696,0,0,0,
1753348844.3106637,8,-1,training,6.93634557723999,0,0,0,
1753348852.358606,9,-1,training,7.0181286334991455,0,0,0,
1753348860.448229,10,-1,training,7.093627691268921,0,0,0,
