activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753370533.7300446,3
aggregation,,True,,,1,FedAvg,1753370560.8216226,
model_update,,,,13.053809676414051,1,,1753370560.9483802,
local_training,,,{},,2,,1753370561.9329624,3
aggregation,,True,,,2,FedAvg,1753370569.3156865,
model_update,,,,7.42590674351888,2,,1753370569.4238434,
local_training,,,{},,3,,1753370570.2898197,3
aggregation,,True,,,3,FedAvg,1753370590.8253996,
model_update,,,,9.068861870863298,3,,1753370590.9352443,
local_training,,,{},,4,,1753370591.8150947,3
aggregation,,True,,,4,FedAvg,1753370598.7579365,
model_update,,,,7.421328733699203,4,,1753370598.8705442,
local_training,,,{},,5,,1753370599.7834444,3
aggregation,,True,,,5,FedAvg,1753370626.0171778,
model_update,,,,13.187118950814337,5,,1753370626.1474571,
local_training,,,{},,6,,1753370627.1611202,3
aggregation,,True,,,6,FedAvg,1753370634.3514495,
model_update,,,,7.660128307025223,6,,1753370634.4696798,
local_training,,,{},,7,,1753370635.3881555,3
aggregation,,True,,,7,FedAvg,1753370642.2052383,
model_update,,,,7.504815872171295,7,,1753370642.31993,
local_training,,,{},,8,,1753370643.2073731,3
aggregation,,True,,,8,FedAvg,1753370650.152384,
model_update,,,,7.421620355410471,8,,1753370650.269401,
local_training,,,{},,9,,1753370651.1590118,3
aggregation,,True,,,9,FedAvg,1753370657.9569921,
model_update,,,,6.983380684280435,9,,1753370658.0679824,
local_training,,,{},,10,,1753370659.123351,3
aggregation,,True,,,10,FedAvg,1753370666.0915706,
model_update,,,,6.995252689233899,10,,1753370666.2031846,
