round_num,node_0,node_1,node_2,node_3,node_4
1,3.230287551879883,3.2378129959106445,3.267418384552002,3.236783981323242,3.236783981323242
2,3.223551034927368,3.2442429065704346,3.2385458946228027,3.273402214050293,3.255627155303955
3,3.2438066005706787,3.241619348526001,3.2454726696014404,3.247873544692993,3.2421481609344482
4,3.2531111240386963,3.254063129425049,3.234341859817505,3.242253065109253,3.2391397953033447
5,3.262230157852173,3.2480990886688232,3.2388882637023926,3.239867687225342,3.237487554550171
6,3.2472598552703857,3.2552008628845215,3.2510876655578613,3.23799729347229,3.2572388648986816
7,3.2615625858306885,3.2636306285858154,3.2441835403442383,3.244168519973755,3.2519426345825195
8,3.2643580436706543,3.253931999206543,3.246964454650879,3.255099058151245,3.2504422664642334
9,3.24196457862854,3.257441759109497,3.2499423027038574,3.2631125450134277,3.250364065170288
10,3.2432103157043457,3.2444939613342285,3.244767665863037,3.254995107650757,3.2486467361450195
