timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753375702.1875608,1,-1,training,26.515111923217773,0,0,0,
1753375709.6242552,2,-1,training,5.7749857902526855,0,0,0,
1753375716.8007934,3,-1,training,5.763357639312744,0,0,0,
1753375723.9203036,4,-1,training,5.713884592056274,0,0,0,
1753375731.1555417,5,-1,training,5.814006567001343,0,0,0,
1753375738.481232,6,-1,training,5.8892433643341064,0,0,0,
1753375745.865736,7,-1,training,5.906391859054565,0,0,0,
1753375753.2451131,8,-1,training,5.885047674179077,0,0,0,
1753375760.695339,9,-1,training,5.954916000366211,0,0,0,
1753375768.2418275,10,-1,training,6.033703088760376,0,0,0,
