round_num,node_0,node_1,node_2,node_3,node_4
1,3.270864963531494,3.2584123611450195,3.2602787017822266,3.2584123611450195,3.2930521965026855
2,3.266432762145996,3.289067029953003,3.2773208618164062,3.2665576934814453,3.269937515258789
3,3.271109104156494,3.278977870941162,3.271167516708374,3.296265125274658,3.283677816390991
4,3.272822856903076,3.2779507637023926,3.278668165206909,3.299313545227051,3.2789011001586914
5,3.2765443325042725,3.2746453285217285,3.290092945098877,3.2877883911132812,3.2971386909484863
6,3.2806828022003174,3.2722249031066895,3.3040859699249268,3.288578987121582,3.2854111194610596
7,3.290709972381592,3.278865337371826,3.278507709503174,3.2904398441314697,3.2814106941223145
8,3.296506643295288,3.2971949577331543,3.28184175491333,3.284453868865967,3.2848734855651855
9,3.291134834289551,3.2894203662872314,3.271372079849243,3.283954381942749,3.30098557472229
10,3.2910690307617188,3.2801897525787354,3.2803127765655518,3.287747621536255,3.2903573513031006
