timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753351095.0885627,1,-1,training,17.21964454650879,0,0,0,
1753351112.7476752,2,-1,training,16.717451095581055,0,0,0,
1753351126.67075,3,-1,training,13.004320621490479,0,0,0,
1753351131.6926436,4,-1,training,4.062271356582642,0,0,0,
1753351136.53955,5,-1,training,3.924490213394165,0,0,0,
1753351141.4554036,6,-1,training,3.9874675273895264,0,0,0,
1753351146.4749382,7,-1,training,4.068213701248169,0,0,0,
1753351151.4481945,8,-1,training,4.087243556976318,0,0,0,
1753351156.2254882,9,-1,training,3.857680559158325,0,0,0,
1753351161.067094,10,-1,training,3.9161911010742188,0,0,0,
