timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753355247.5689878,1,-1,training,26.521077394485474,0,0,0,
1753355271.238095,2,-1,training,22.577342748641968,0,0,0,
1753355279.3001714,3,-1,training,6.9264748096466064,0,0,0,
1753355298.9599214,4,-1,training,18.575860500335693,0,0,0,
1753355304.0289037,5,-1,training,3.9455416202545166,0,0,0,
1753355312.1074824,6,-1,training,6.9928529262542725,0,0,0,
1753355318.564717,7,-1,training,5.327800512313843,0,0,0,
1753355325.5394661,8,-1,training,5.764261960983276,0,0,0,
1753355333.775409,9,-1,training,7.0547935962677,0,0,0,
1753355340.665493,10,-1,training,5.659363508224487,0,0,0,
