timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753377905.0654144,1,-1,training,12.912812948226929,0,0,0,
1753377917.7540138,2,-1,training,11.02432107925415,0,0,0,
1753377929.1588345,3,-1,training,9.93056845664978,0,0,0,
1753377934.5083551,4,-1,training,3.89367413520813,0,0,0,
1753377939.9447744,5,-1,training,3.9890284538269043,0,0,0,
1753377945.991844,6,-1,training,4.557497262954712,0,0,0,
1753377951.39563,7,-1,training,3.9225010871887207,0,0,0,
1753377956.7540407,8,-1,training,3.9117136001586914,0,0,0,
1753377962.6291697,9,-1,training,4.434635162353516,0,0,0,
1753377967.7388058,10,-1,training,3.6641757488250732,0,0,0,
