timestamp,round_num,node_id,parameter_norm,parameter_summary
1749422062.8805983,1,0,3.2805957794189453,"{'norm': 3.2805957794189453, 'mean': -0.0021266008261591196, 'std': 0.11158786714076996}"
1749422062.8806477,1,1,3.2807323932647705,"{'norm': 3.2807323932647705, 'mean': -0.0021096994169056416, 'std': 0.1115928515791893}"
1749422062.880673,1,2,3.2816054821014404,"{'norm': 3.2816054821014404, 'mean': -0.0021404754370450974, 'std': 0.11162196099758148}"
1749422062.8806884,1,3,3.2827110290527344,"{'norm': 3.2827110290527344, 'mean': -0.002123985905200243, 'std': 0.11165989190340042}"
1749422062.8807025,1,4,3.2828407287597656,"{'norm': 3.2828407287597656, 'mean': -0.002138227690011263, 'std': 0.11166403442621231}"
1749422084.3726382,2,0,3.2816367149353027,"{'norm': 3.2816367149353027, 'mean': -0.0021223360672593117, 'std': 0.1116233691573143}"
1749422084.37269,2,1,3.282334566116333,"{'norm': 3.282334566116333, 'mean': -0.0021149395033717155, 'std': 0.11164726316928864}"
1749422084.372708,2,2,3.2823522090911865,"{'norm': 3.2823522090911865, 'mean': -0.0020556072704494, 'std': 0.11164896190166473}"
1749422084.3727224,2,3,3.2824203968048096,"{'norm': 3.2824203968048096, 'mean': -0.0020781743805855513, 'std': 0.11165086925029755}"
1749422084.3727372,2,4,3.282226800918579,"{'norm': 3.282226800918579, 'mean': -0.002145450795069337, 'std': 0.11164300888776779}"
1749422105.390357,3,0,3.282449960708618,"{'norm': 3.282449960708618, 'mean': -0.0020568356849253178, 'std': 0.11165226995944977}"
1749422105.3904066,3,1,3.2830898761749268,"{'norm': 3.2830898761749268, 'mean': -0.0020772169809788465, 'std': 0.11167367547750473}"
1749422105.3904278,3,2,3.2819814682006836,"{'norm': 3.2819814682006836, 'mean': -0.002136013936251402, 'std': 0.11163484305143356}"
1749422105.3904433,3,3,3.2825138568878174,"{'norm': 3.2825138568878174, 'mean': -0.0020142754074186087, 'std': 0.11165522038936615}"
1749422105.390457,3,4,3.2823357582092285,"{'norm': 3.2823357582092285, 'mean': -0.002145976759493351, 'std': 0.11164670437574387}"
