round_num,accuracy,loss
0,0.1559,2.3455365028381348
1,0.5301,3.3710372570037843
2,0.6636,2.9641394351959227
3,0.6561,3.074847125816345
4,0.6686,3.0234256126403807
5,0.6733,2.810043670845032
6,0.6867,2.5537644666671753
7,0.6809,2.363349410057068
8,0.6876,2.780398104095459
9,0.6728,2.629219414806366
10,0.6922,2.3336027433395388
