activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753361793.6582744,3
aggregation,,False,,,1,GossipAvg,1753361818.937879,
aggregation,,False,,,1,GossipAvg,1753361818.937904,
aggregation,,False,,,1,GossipAvg,1753361818.9379215,
aggregation,,False,,,1,GossipAvg,1753361818.9379349,
aggregation,,True,,,1,GossipAvg,1753361818.9379487,
model_update,,,,4.928528525981177,1,,1753361819.2396882,
local_training,,,{},,2,,1753361820.0261343,3
aggregation,,False,,,2,GossipAvg,1753361826.8648756,
aggregation,,False,,,2,GossipAvg,1753361826.8648973,
aggregation,,False,,,2,GossipAvg,1753361826.864915,
aggregation,,False,,,2,GossipAvg,1753361826.8649285,
aggregation,,True,,,2,GossipAvg,1753361826.8649416,
model_update,,,,2.974069643921255,2,,1753361827.1458757,
local_training,,,{},,3,,1753361827.9173405,3
aggregation,,False,,,3,GossipAvg,1753361834.8354752,
aggregation,,False,,,3,GossipAvg,1753361834.8354945,
aggregation,,False,,,3,GossipAvg,1753361834.8355103,
aggregation,,False,,,3,GossipAvg,1753361834.835611,
aggregation,,True,,,3,GossipAvg,1753361834.8356256,
model_update,,,,2.8796733505863292,3,,1753361835.1124313,
local_training,,,{},,4,,1753361835.9688845,3
aggregation,,False,,,4,GossipAvg,1753361854.1265652,
aggregation,,False,,,4,GossipAvg,1753361854.1265843,
aggregation,,False,,,4,GossipAvg,1753361854.1266,
aggregation,,False,,,4,GossipAvg,1753361854.126616,
aggregation,,True,,,4,GossipAvg,1753361854.1266296,
model_update,,,,3.9758434309769215,4,,1753361854.4198434,
local_training,,,{},,5,,1753361855.360384,3
aggregation,,False,,,5,GossipAvg,1753361862.5414085,
aggregation,,False,,,5,GossipAvg,1753361862.541429,
aggregation,,False,,,5,GossipAvg,1753361862.5414455,
aggregation,,False,,,5,GossipAvg,1753361862.5414586,
aggregation,,True,,,5,GossipAvg,1753361862.5414722,
model_update,,,,2.9146974660008387,5,,1753361862.8327777,
local_training,,,{},,6,,1753361863.7188015,3
aggregation,,False,,,6,GossipAvg,1753361885.815559,
aggregation,,False,,,6,GossipAvg,1753361885.81558,
aggregation,,False,,,6,GossipAvg,1753361885.8155982,
aggregation,,False,,,6,GossipAvg,1753361885.815612,
aggregation,,True,,,6,GossipAvg,1753361885.815732,
model_update,,,,4.469103091513812,6,,1753361886.1148918,
local_training,,,{},,7,,1753361886.97479,3
aggregation,,False,,,7,GossipAvg,1753361904.9594998,
aggregation,,False,,,7,GossipAvg,1753361904.95952,
aggregation,,False,,,7,GossipAvg,1753361904.959538,
aggregation,,False,,,7,GossipAvg,1753361904.9595523,
aggregation,,True,,,7,GossipAvg,1753361904.9595647,
model_update,,,,3.756022349106833,7,,1753361905.2640553,
local_training,,,{},,8,,1753361906.198779,3
aggregation,,False,,,8,GossipAvg,1753361909.684704,
aggregation,,False,,,8,GossipAvg,1753361909.6847248,
aggregation,,False,,,8,GossipAvg,1753361909.684743,
aggregation,,False,,,8,GossipAvg,1753361909.6847599,
aggregation,,True,,,8,GossipAvg,1753361909.6847737,
model_update,,,,2.1184055419660637,8,,1753361909.9958994,
local_training,,,{},,9,,1753361910.8592494,3
aggregation,,False,,,9,GossipAvg,1753361914.949821,
aggregation,,False,,,9,GossipAvg,1753361914.949844,
aggregation,,False,,,9,GossipAvg,1753361914.9498603,
aggregation,,False,,,9,GossipAvg,1753361914.9498756,
aggregation,,True,,,9,GossipAvg,1753361914.9498937,
model_update,,,,2.223164938415466,9,,1753361915.2569215,
local_training,,,{},,10,,1753361916.132476,3
aggregation,,False,,,10,GossipAvg,1753361922.996725,
aggregation,,False,,,10,GossipAvg,1753361922.9967484,
aggregation,,False,,,10,GossipAvg,1753361922.996765,
aggregation,,False,,,10,GossipAvg,1753361922.9967804,
aggregation,,True,,,10,GossipAvg,1753361922.9967952,
model_update,,,,2.8379152036348714,10,,1753361923.3026743,
