accuracy,active_nodes,aggregator_node,avg_bandwidth_mbps,current_epoch,event_type,loss,metrics,network_density,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,round_num,source_nodes,step_name,strategy_name,target_nodes,timestamp,topology_type,total_cpu_cores,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,4030.0,,NetworkStructureEvent,,,1.0,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,5,,,,0,,network_structure,,,1749404923.043579,complete,282,10,,54,1632,
,,,,,InitialStateEvent,,,,,,5,,,,,,,,,0,,initial_state,,,1749404923.0437222,complete,,,,,,
0.014977533699450823,,,,,EvaluationEvent,2.1155998391386155,"{'loss': 2.1155998391386155, 'accuracy': 0.014977533699450823}",,,,,,,,,,,,,0,,evaluation,,,1749404937.6015325,,,,,,,
,"0,1,2,3,4",,,,LocalTrainingEvent,,{},,,5,,,,,,,,,,1,,local_training,,,1749404937.6016586,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{0: {'norm': 3.2268667221069336, 'mean': -0.002067325869575143, 'std': 0.10976076871156693}}",,1,0,parameter_transfer,,"1,2,3,4",1749404987.5607753,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{1: {'norm': 3.2246406078338623, 'mean': -0.0021741336677223444, 'std': 0.10968296229839325}}",,1,1,parameter_transfer,,"0,2,3,4",1749404987.5608327,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{2: {'norm': 3.2265114784240723, 'mean': -0.0020980611443519592, 'std': 0.10974809527397156}}",,1,2,parameter_transfer,,"0,1,3,4",1749404987.5608644,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{3: {'norm': 3.2268147468566895, 'mean': -0.0020189250353723764, 'std': 0.10975990444421768}}",,1,3,parameter_transfer,,"0,1,2,4",1749404987.5608873,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{4: {'norm': 3.2253952026367188, 'mean': -0.0020844703540205956, 'std': 0.10971037298440933}}",,1,4,parameter_transfer,,"0,1,2,3",1749404987.5609083,,,,,,,
,,,,,AggregationEvent,,,,,,,5,,,,,,,"0,1,2,3,4",1,,aggregation,FedAvg,,1749404987.5609372,,,,,,,
,,,,,ModelUpdateEvent,,,,,,,,,,5,,6.5924546231280345,,,1,,model_update,,,1749404988.1743343,,,,,,,"0,1,2,3,4"
0.6674987518721918,,,,,EvaluationEvent,1.327898358322654,"{'loss': 1.327898358322654, 'accuracy': 0.6674987518721918}",,,,,,,,,,,,,1,,evaluation,,,1749404988.677872,,,,,,,
,"0,1,2,3,4",,,,LocalTrainingEvent,,{},,,5,,,,,,,,,,2,,local_training,,,1749404988.6779811,,,,1,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{0: {'norm': 3.227285623550415, 'mean': -0.002203485695645213, 'std': 0.10977237671613693}}",,2,0,parameter_transfer,,"1,2,3,4",1749405030.2584152,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{1: {'norm': 3.2278902530670166, 'mean': -0.002185875317081809, 'std': 0.1097932979464531}}",,2,1,parameter_transfer,,"0,2,3,4",1749405030.2584674,,,,,,,
,,,,,ParameterTransferEvent,,,,,,,,1,4,,,,"{2: {'norm': 3.2259509563446045, 'mean': -0.0020799951162189245, 'std': 0.10972936451435089}}",,2,2,parameter_transfer,,"0,1,3,4",1749405030.258497,,,,,,,
