timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753376805.487576,1,-1,training,18.49860119819641,0,0,0,
1753376822.8703377,2,-1,training,15.757457256317139,0,0,0,
1753376840.4044545,3,-1,training,15.95752215385437,0,0,0,
1753376845.084015,4,-1,training,2.9795234203338623,0,0,0,
1753376862.7811275,5,-1,training,16.129212856292725,0,0,0,
1753376876.3747241,6,-1,training,12.048396825790405,0,0,0,
1753376891.4471498,7,-1,training,13.330404043197632,0,0,0,
1753376895.810097,8,-1,training,2.770632266998291,0,0,0,
1753376900.3264349,9,-1,training,2.952465534210205,0,0,0,
1753376904.905675,10,-1,training,2.9799840450286865,0,0,0,
