round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.356088638305664,3.289492607116699,3.288545846939087,3.2886955738067627,3.288545846939087,3.699929714202881,3.288545846939087,3.288545846939087,3.288545846939087,3.288545846939087
2,3.2994186878204346,3.3147165775299072,3.2994186878204346,3.2994186878204346,3.450413227081299,3.2994186878204346,3.2994186878204346,3.300250768661499,3.2994186878204346,3.3140501976013184
3,3.571342945098877,3.7059195041656494,3.3051598072052,3.461261034011841,3.3051598072052,3.5878067016601562,3.3051598072052,3.3051598072052,3.3051598072052,3.3051598072052
4,3.8075156211853027,3.360535144805908,3.421407699584961,3.360535144805908,3.360535144805908,3.360535144805908,3.5648553371429443,3.360535144805908,3.360535144805908,3.534771203994751
5,3.8067214488983154,3.405447006225586,3.478121757507324,3.405447006225586,3.405447006225586,3.405447006225586,3.405447006225586,3.405447006225586,3.976694345474243,3.563241481781006
6,3.5043063163757324,3.5043063163757324,3.593411684036255,3.834475040435791,3.8073911666870117,3.5043063163757324,3.5043063163757324,3.627485990524292,3.5043063163757324,3.5043063163757324
7,3.568114995956421,3.568114995956421,3.666285276412964,3.8982179164886475,3.904284954071045,3.9585182666778564,3.568114995956421,3.568114995956421,3.568114995956421,3.568114995956421
8,3.665278434753418,4.257216930389404,3.665278434753418,4.000229358673096,3.9764981269836426,3.665278434753418,3.665278434753418,3.665278434753418,4.199546813964844,3.665278434753418
9,4.220231533050537,4.386602878570557,3.934718608856201,4.135502815246582,3.845780372619629,3.845780372619629,3.845780372619629,3.845780372619629,3.845780372619629,3.845780372619629
10,4.286477565765381,3.954953670501709,3.954953670501709,4.250855445861816,3.954953670501709,4.337315082550049,3.954953670501709,3.954953670501709,3.954953670501709,4.106872081756592
