timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753379005.3762512,1,-1,training,25.50029230117798,0,0,0,
1753379027.1837082,2,-1,training,20.507988929748535,0,0,0,
1753379053.3485503,3,-1,training,24.803141593933105,0,0,0,
1753379061.6203892,4,-1,training,7.0067455768585205,0,0,0,
1753379069.542941,5,-1,training,6.6903815269470215,0,0,0,
1753379077.5068524,6,-1,training,6.700386047363281,0,0,0,
1753379085.1284363,7,-1,training,6.352952241897583,0,0,0,
1753379112.7134693,8,-1,training,26.35502314567566,0,0,0,
1753379120.6843774,9,-1,training,6.583313465118408,0,0,0,
1753379147.177523,10,-1,training,25.187458276748657,0,0,0,
