round_num,node_0,node_1,node_2,node_3,node_4
1,3.1901633739471436,3.6655094623565674,3.3370561599731445,3.675483226776123,3.737384080886841
2,3.8749008178710938,4.251241683959961,3.923865795135498,4.354579925537109,4.233965873718262
3,4.495413780212402,4.66025447845459,4.540630340576172,4.789850234985352,4.73217248916626
4,4.918698310852051,5.063603401184082,4.993379592895508,5.166745185852051,5.102329730987549
5,5.316147804260254,5.44373893737793,5.35704231262207,5.52309513092041,5.455836296081543
6,5.664475440979004,5.766974449157715,5.694130897521973,5.858876705169678,5.7615966796875
7,6.001100540161133,6.085703372955322,6.024051666259766,6.172044277191162,6.06168270111084
8,6.286548614501953,6.381529808044434,6.3184051513671875,6.419445037841797,6.351871967315674
9,6.570814609527588,6.657642364501953,6.559478759765625,6.7031073570251465,6.610208988189697
10,6.830885887145996,6.890460968017578,6.808167457580566,6.920756816864014,6.867976665496826
