accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,2810.0,,,,,,,,NetworkStructureEvent,,,0.2,,"{'tier1_hospital': 2, 'tier2_hospital': 2, 'research_center': 2, 'mobile_unit': 2, 'edge_device': 2}",,10,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753351463.8117006,star,,,,,654,,9,,65,2400,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,10,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753351463.8118994,star,,,,,,,,,,,
0.1085,,,,,,,,,,,,,EvaluationEvent,2.353138666152954,"{'loss': 2.353138666152954, 'accuracy': 0.1085}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753351466.3504088,,,,,,,,,,,,
,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,LocalTrainingEvent,,{},,,,10,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753351466.3506021,,,,,,,,,3,,,
,,0.8,,,,,0.8,,,,"{7: 1.0, 5: 1.0, 8: 1.0, 1: 1.0, 0: 1.0, 9: 1.0, 4: 1.0, 6: 1.0}",,SamplingEvent,,,,,,,,,8,,,,,,,,,,1,"[7, 5, 8, 1, 0, 9, 4, 6]",,,,,resource_sampling,,,,,,1753351466.3508174,,10,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,9.694754600524902,1753351476.0454392,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,9,1,,,,"{0: {'norm': 3.2602100372314453, 'mean': 0.0004082388477399945, 'std': 0.19210928678512573}, 1: {'norm': 3.2765209674835205, 'mean': 0.0008539126720279455, 'std': 0.1930689662694931}, 2: {'norm': 3.203648567199707, 'mean': -0.0035015856847167015, 'std': 0.18874433636665344}, 3: {'norm': 3.203648567199707, 'mean': -0.0035015856847167015, 'std': 0.18874433636665344}, 4: {'norm': 3.2956159114837646, 'mean': 0.001914845546707511, 'std': 0.19418659806251526}, 5: {'norm': 3.2881410121917725, 'mean': 0.0019370117224752903, 'std': 0.19374589622020721}, 6: {'norm': 3.297675371170044, 'mean': 2.6982692361343652e-05, 'std': 0.19431738555431366}, 7: {'norm': 3.273279905319214, 'mean': 0.004182716831564903, 'std': 0.1928345113992691}, 8: {'norm': 3.3427340984344482, 'mean': -0.0007589819724671543, 'std': 0.19697102904319763}, 9: {'norm': 3.257777452468872, 'mean': 7.476616156054661e-05, 'std': 0.19196636974811554}}",,,,1,,,,,"1,2,3,4,5,6,7,8,9",parameter_transfer,,0,,,,1753351476.1944778,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,10,,,,,,,,"0,1,2,3,4,5,6,7,8,9",,,1,,,,,,aggregation,FedAvg,,,,,1753351476.194665,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,1,,,,,,resource_aggregation_cost,,,,,,1753351476.3153822,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,10,,2.868642019389559,,,,,1,,,,,,model_update,,,,,,1753351476.3533692,,,,,,,,,,,,"0,1,2,3,4,5,6,7,8,9"
