round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2602100372314453,3.2765209674835205,3.203648567199707,3.203648567199707,3.2956159114837646,3.2881410121917725,3.297675371170044,3.273279905319214,3.3427340984344482,3.257777452468872
2,3.2885727882385254,3.295480728149414,3.282578706741333,3.325153350830078,3.265272855758667,3.302825927734375,3.310978889465332,3.303800344467163,3.3573999404907227,3.265272855758667
3,3.3008859157562256,3.3245999813079834,3.3119096755981445,3.341686487197876,3.3362300395965576,3.3422369956970215,3.3376259803771973,3.323516845703125,3.368406295776367,3.3008859157562256
4,3.34421706199646,3.3478803634643555,3.338988780975342,3.363976001739502,3.330813407897949,3.3564441204071045,3.3631362915039062,3.346144437789917,3.3921186923980713,3.330813407897949
5,3.3629636764526367,3.3538331985473633,3.3607637882232666,3.3806653022766113,3.3538331985473633,3.3757553100585938,3.373818874359131,3.3676085472106934,3.414290189743042,3.362339496612549
6,3.3724496364593506,3.384143352508545,3.376708507537842,3.3979570865631104,3.398266077041626,3.390355348587036,3.393049955368042,3.385021686553955,3.3724496364593506,3.3812336921691895
7,3.3897855281829834,3.396270275115967,3.390272855758667,3.4067790508270264,3.4052491188049316,3.400391101837158,3.383798599243164,3.399547815322876,3.383798599243164,3.3909804821014404
8,3.4014360904693604,3.39347767829895,3.402296304702759,3.39347767829895,3.41790509223938,3.4086623191833496,3.4161317348480225,3.40407133102417,3.437568187713623,3.398773431777954
9,3.4078128337860107,3.4207687377929688,3.4137661457061768,3.4271302223205566,3.431690216064453,3.422828197479248,3.4291341304779053,3.4078128337860107,3.4386842250823975,3.414421796798706
10,3.428528070449829,3.432161569595337,3.4221978187561035,3.4221978187561035,3.437974214553833,3.4387190341949463,3.4384584426879883,3.4393036365509033,3.447628974914551,3.424973964691162
