activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753375298.1748176,3
aggregation,,False,,,1,FedAvg,1753375325.4714248,
model_update,,,,7.246225882958678,1,,1753375325.6869025,
local_training,,,{},,2,,1753375326.8341901,3
aggregation,,False,,,2,FedAvg,1753375348.0419052,
model_update,,,,4.577439856753397,2,,1753375348.2492702,
local_training,,,{},,3,,1753375349.5163074,3
aggregation,,False,,,3,FedAvg,1753375376.9759738,
model_update,,,,5.115470817996373,3,,1753375377.1899652,
local_training,,,{},,4,,1753375378.3641949,3
aggregation,,False,,,4,FedAvg,1753375384.3516347,
model_update,,,,4.159234057758394,4,,1753375384.5628781,
local_training,,,{},,5,,1753375385.7243931,3
aggregation,,False,,,5,FedAvg,1753375391.84299,
model_update,,,,4.2049332337689,5,,1753375392.0543861,
local_training,,,{},,6,,1753375393.407205,3
aggregation,,False,,,6,FedAvg,1753375399.5657997,
model_update,,,,4.064669416597915,6,,1753375399.77661,
local_training,,,{},,7,,1753375401.0272784,3
aggregation,,False,,,7,FedAvg,1753375407.2017457,
model_update,,,,4.0638470215154845,7,,1753375407.405848,
local_training,,,{},,8,,1753375408.646631,3
aggregation,,False,,,8,FedAvg,1753375414.8850813,
model_update,,,,4.189185292479765,8,,1753375415.0949085,
local_training,,,{},,9,,1753375416.4464476,3
aggregation,,False,,,9,FedAvg,1753375422.8772097,
model_update,,,,4.363027816869333,9,,1753375423.0860455,
local_training,,,{},,10,,1753375424.4861577,3
aggregation,,False,,,10,FedAvg,1753375430.8459585,
model_update,,,,4.3753361468904695,10,,1753375431.0519497,
